gene,log2FC,mean_responder,mean_nonresponder,statistic,p_value,fdr
PRPF4,0.113,10.8281,10.7151,8990.0,0.06100938164177057,0.22298992674181592
AMICA1,-0.4451,8.9914,9.4365,6650.0,0.06100938164177057,0.22298992674181592
SLC16A2,-0.2715,9.1438,9.4153,6650.0,0.06100938164177057,0.22298992674181592
RAB11FIP1,0.3099,11.994,11.6841,8989.0,0.06123074211960293,0.22368225720583165
STX16,-0.113,9.2173,9.3303,6652.0,0.06145276733969939,0.2241425675416223
SGSH,-0.1348,10.6918,10.8266,6652.0,0.06145276733969939,0.2241425675416223
IKBKB,-0.1107,11.7108,11.8215,6652.0,0.06145276733969939,0.2241425675416223
PCNXL4,-0.1229,11.5235,11.6463,6653.0,0.06167545872682264,0.22460386763595366
SMAD5,-0.1246,11.5677,11.6922,6653.0,0.06167545872682264,0.22460386763595366
NAE1,0.1452,10.8749,10.7297,8987.0,0.06167545872682264,0.22460386763595366
GSTA1,-0.92,6.0933,7.0133,6654.0,0.06189778325507366,0.22494936190930104
STOX1,0.4036,8.3942,7.9906,8986.0,0.06189881770658619,0.22494936190930104
VCL,-0.176,14.2675,14.4435,6654.0,0.06189881770658619,0.22494936190930104
USP13,0.2128,9.7824,9.5696,8986.0,0.06189881770658619,0.22494936190930104
DUSP1,-0.4271,10.2396,10.6667,6655.0,0.062122845705445816,0.22541258470219538
F13A1,-0.358,11.445,11.8029,6655.0,0.062122845705445816,0.22541258470219538
CTNNB1,-0.1074,14.9993,15.1067,6655.0,0.062122845705445816,0.22541258470219538
KLF12,-0.3171,8.6309,8.9481,6656.0,0.06234754415069146,0.225643334205319
MAN2B2,-0.1171,10.2541,10.3712,6656.0,0.06234754415069146,0.225643334205319
TMEM33,0.1212,10.8992,10.778,8984.0,0.06234754415069146,0.225643334205319
CAP2,-0.2907,8.6988,8.9895,6656.0,0.06234754415069146,0.225643334205319
PSMA6,0.1412,11.5647,11.4235,8984.0,0.06234754415069146,0.225643334205319
MANEAL,0.3043,8.6936,8.3893,8983.0,0.06257291447043828,0.22587531960643262
TRIM24,0.2421,12.5273,12.2853,8983.0,0.06257291447043828,0.22587531960643262
OSGIN2,0.1659,10.5158,10.35,8983.0,0.06257291447043828,0.22587531960643262
UPF3A,0.1422,9.3287,9.1865,8983.0,0.06257291447043828,0.22587531960643262
SEPP1,-0.3182,11.1436,11.4618,6657.0,0.06257291447043828,0.22587531960643262
PDE7B,-0.3045,8.3203,8.6248,6658.0,0.06279895809361855,0.22634127819331482
SCN8A,0.478,8.8917,8.4137,8982.0,0.06279895809361855,0.22634127819331482
ATP6V0E1,-0.1158,10.8701,10.9859,6658.0,0.06279895809361855,0.22634127819331482
OGN,-0.7043,5.7605,6.4648,6658.5,0.0629097263016795,0.22645911348340594
LRRC37A4P,0.407,9.8222,9.4152,8981.0,0.0630256764499726,0.22645911348340594
LAMA4,-0.2927,12.9766,13.2693,6659.0,0.0630256764499726,0.22645911348340594
APOL4,0.3465,10.487,10.1405,8981.0,0.0630256764499726,0.22645911348340594
SOD1,0.1485,13.6793,13.5308,8981.0,0.0630256764499726,0.22645911348340594
CD44,-0.3593,13.6956,14.0549,6659.0,0.0630256764499726,0.22645911348340594
AARS,0.177,13.7453,13.5684,8980.0,0.0632530709700407,0.22681067895708906
ZNF268,0.1544,10.4188,10.2644,8980.0,0.0632530709700407,0.22681067895708906
XPOT,0.1692,12.8405,12.6713,8980.0,0.0632530709700407,0.22681067895708906
GART,0.1325,12.2849,12.1523,8980.0,0.0632530709700407,0.22681067895708906
ELK4,-0.1516,11.7736,11.9252,6661.0,0.06348114308515396,0.2275119984776526
MRPS7,0.1349,10.613,10.4781,8978.0,0.06370989422742611,0.22809835852487986
ADCY7,-0.2638,9.5861,9.8499,6662.0,0.06370989422742611,0.22809835852487986
H2AFY2,0.2143,9.6513,9.4369,8977.0,0.06393932582974433,0.22868595443600592
XDH,-0.3654,10.2215,10.5869,6663.0,0.06393932582974433,0.22868595443600592
TMEM14A,0.1564,9.1195,8.963,8976.0,0.0641694393257609,0.2292747875501549
KCNT2,-0.2953,7.9962,8.2915,6664.0,0.0641694393257609,0.2292747875501549
SLC34A2,-1.065,4.3523,5.4172,6665.0,0.06433066191159995,0.2296307809356614
NARF,0.1322,10.5367,10.4044,8975.0,0.06440023614988419,0.2296307809356614
SALL4,-0.3498,10.1611,10.5109,6665.0,0.06440023614988419,0.2296307809356614
PDGFC,-0.2758,9.1452,9.421,6665.0,0.06440023614988419,0.2296307809356614
PPP1R1B,-0.7141,6.0653,6.7794,6666.0,0.06463002011274281,0.23010468699242514
PRRG4,0.2122,9.2496,9.0373,8974.0,0.06463171773726978,0.23010468699242514
CALR,0.1238,16.4319,16.3082,8974.0,0.06463171773726978,0.23010468699242514
CAPN13,-0.5989,7.1281,7.727,6667.0,0.0648628222866069,0.23022898647909562
CLCA4,-0.9231,7.8742,8.7973,6667.0,0.06486385514558224,0.23022898647909562
FCHSD1,-0.1643,9.4172,9.5816,6667.0,0.06486388552381203,0.23022898647909562
ZNF383,0.1085,9.5173,9.4088,8973.0,0.06486388552381203,0.23022898647909562
MCCC1,0.1685,12.3429,12.1744,8973.0,0.06486388552381203,0.23022898647909562
PRKCSH,0.1207,14.3928,14.2721,8973.0,0.06486388552381203,0.23022898647909562
AMOTL1,-0.1347,11.1954,11.3301,6668.0,0.0650967409461346,0.2309384381184299
TNKS1BP1,-0.1952,12.4776,12.6729,6669.0,0.06533028544158204,0.2311813991649313
CARD6,-0.3006,9.8538,10.1544,6669.0,0.06533028544158204,0.2311813991649313
PSMA2,0.1479,11.549,11.4011,8971.0,0.06533028544158204,0.2311813991649313
NAB1,-0.1301,10.6409,10.7711,6669.0,0.06533028544158204,0.2311813991649313
ANO9,-0.2759,8.5925,8.8684,6669.0,0.06533028544158204,0.2311813991649313
CPNE2,-0.1775,9.4577,9.6352,6670.0,0.06556452044821065,0.23177604073640543
HIC2,0.2312,7.8712,7.6401,8970.0,0.06556452044821065,0.23177604073640543
SLC29A2,0.2485,8.7232,8.4747,8969.0,0.06579944740477932,0.23190414201090567
CNNM4,0.1809,10.661,10.4801,8969.0,0.06579944740477932,0.23190414201090567
LAMA3,-0.4977,12.3539,12.8516,6671.0,0.06579944740477932,0.23190414201090567
ADCY1,0.3346,8.2523,7.9177,8969.0,0.06579944740477932,0.23190414201090567
IFNGR2,-0.1192,12.7574,12.8766,6671.0,0.06579944740477932,0.23190414201090567
XPO5,0.1164,11.8652,11.7487,8969.0,0.06579944740477932,0.23190414201090567
EXOSC3,0.1017,9.5413,9.4396,8968.0,0.06603506775074089,0.23261749469740367
SIK3,-0.1356,10.4839,10.6195,6673.0,0.06627138292623283,0.23321532393588368
MYL9,-0.3096,11.0532,11.3629,6673.0,0.06627138292623283,0.23321532393588368
LPAR3,-0.5627,6.9289,7.4916,6674.0,0.06650839437206825,0.23369708268318815
GARS,0.1716,13.9049,13.7333,8966.0,0.06650839437206825,0.23369708268318815
FOXN3,-0.1309,9.3046,9.4355,6674.0,0.06650839437206825,0.23369708268318815
SFT2D2,0.1144,10.854,10.7396,8965.0,0.06674610352972667,0.2340625753723965
NME7,0.1552,9.2016,9.0465,8965.0,0.06674610352972667,0.2340625753723965
ALOX5AP,-0.3046,8.3993,8.7039,6675.0,0.06674610352972667,0.2340625753723965
ELF1,-0.1903,12.1152,12.3055,6675.0,0.06674610352972667,0.2340625753723965
TBC1D19,-0.0932,9.6928,9.786,6676.0,0.06698451184134509,0.23442905368562703
CLK1,-0.1361,12.519,12.6552,6676.0,0.06698451184134509,0.23442905368562703
PPAPDC1B,0.222,9.1103,8.8883,8964.0,0.06698451184134509,0.23442905368562703
TTC39A,0.2836,9.3645,9.0809,8964.0,0.06698451184134509,0.23442905368562703
LMF1,-0.2215,9.3496,9.571,6677.0,0.0672236207497086,0.23503096161268563
WARS,0.249,11.7966,11.5476,8963.0,0.0672236207497086,0.23503096161268563
MAST4,-0.3228,13.0763,13.3991,6678.0,0.06746343169824132,0.23528207778027088
REXO4,0.1223,9.7407,9.6184,8962.0,0.06746343169824132,0.23528207778027088
THAP4,-0.1181,9.0927,9.2108,6678.0,0.06746343169824132,0.23528207778027088
IL20RA,-0.4379,8.1604,8.5983,6678.0,0.06746343169824132,0.23528207778027088
AHSA2,-0.1308,11.0315,11.1623,6678.0,0.06746343169824132,0.23528207778027088
RSPH3,-0.1067,9.0374,9.1441,6679.0,0.06770394613099692,0.23588593768923954
ZNF117,0.2372,13.0905,12.8533,8961.0,0.06770394613099692,0.23588593768923954
PRICKLE1,-0.2909,9.2811,9.572,6680.0,0.06794516549264963,0.2363735687754721
RABGGTA,-0.119,9.1694,9.2884,6680.0,0.06794516549264963,0.2363735687754721
YWHAE,0.1298,13.5677,13.4379,8960.0,0.06794516549264963,0.2363735687754721
PLEKHO2,-0.2047,9.2715,9.4762,6681.0,0.0681870912284847,0.2367447693966675
F5,-0.4567,11.1239,11.5807,6681.0,0.0681870912284847,0.2367447693966675
GMNN,0.2448,9.7122,9.4674,8959.0,0.0681870912284847,0.2367447693966675
RASGRP2,-0.3954,8.3171,8.7125,6681.0,0.0681870912284847,0.2367447693966675
CHST14,-0.1165,9.365,9.4815,6682.0,0.06842972478438926,0.23711695332265112
PTN,0.6006,8.2692,7.6685,8958.0,0.06842972478438926,0.23711695332265112
SPCS1,0.1218,12.1169,11.9952,8958.0,0.06842972478438926,0.23711695332265112
TAGLN2,0.2384,12.1144,11.876,8958.0,0.06842972478438926,0.23711695332265112
SMAD3,-0.2518,12.465,12.7168,6683.0,0.06867306760684261,0.23784247895683422
HIVEP3,-0.2674,8.9986,9.266,6684.0,0.06891712114290695,0.23856974758466504
BRK1,0.1183,10.8171,10.6988,8955.0,0.06916188684021823,0.23918058940348064
IQSEC1,-0.1273,10.6884,10.8157,6685.0,0.06916188684021823,0.23918058940348064
CSAD,-0.1554,10.0415,10.197,6686.0,0.06940736614697623,0.23943831779668698
CSMD2,-0.4081,7.5963,8.0044,6686.0,0.06940736614697623,0.23943831779668698
KLHL11,0.1237,9.497,9.3733,8954.0,0.06940736614697623,0.23943831779668698
WDR90,0.1746,9.7833,9.6087,8954.0,0.06940736614697623,0.23943831779668698
SPINK5,-0.5287,9.4953,10.0241,6686.0,0.06940736614697623,0.23943831779668698
PLD2,-0.1259,10.4574,10.5833,6687.0,0.06965356051193523,0.23981508567604842
CLIP2,-0.1614,9.6309,9.7923,6687.0,0.06965356051193523,0.23981508567604842
ZNF507,0.2097,10.8229,10.6132,8953.0,0.06965356051193523,0.23981508567604842
FOCAD,0.1561,11.9548,11.7987,8953.0,0.06965356051193523,0.23981508567604842
ARL4C,-0.2619,8.0033,8.2652,6688.0,0.06990047138439436,0.24054692928988386
FLVCR1,0.1668,10.3947,10.2279,8951.0,0.07014810021418826,0.2408074244117453
PROSER1,0.1559,12.1036,11.9477,8951.0,0.07014810021418826,0.2408074244117453
MRPL39,0.1547,9.5008,9.3461,8951.0,0.07014810021418826,0.2408074244117453
ZFP36,-0.329,10.3389,10.668,6689.0,0.07014810021418826,0.2408074244117453
PSMA5,0.1231,11.369,11.2459,8951.0,0.07014810021418826,0.2408074244117453
ARFIP1,0.1471,10.0107,9.8635,8950.0,0.07039644845167721,0.24118704917176884
ARHGEF28,-0.32,10.4154,10.7354,6690.0,0.07039644845167721,0.24118704917176884
KIF21A,0.1906,11.3904,11.1998,8950.0,0.07039644845167721,0.24118704917176884
BCR,-0.1083,11.8173,11.9256,6690.0,0.07039644845167721,0.24118704917176884
AGPAT3,0.1257,10.8754,10.7498,8949.0,0.07064551754773746,0.2416856665299489
GUCY1A3,-0.2718,9.8778,10.1496,6691.0,0.07064551754773746,0.2416856665299489
KIAA0513,-0.2323,8.8237,9.056,6691.0,0.07064551754773746,0.2416856665299489
CAPG,0.2335,10.9392,10.7056,8948.0,0.07089530895375176,0.24230348882534092
LSM1,0.205,9.2133,9.0082,8948.0,0.07089530895375176,0.24230348882534092
ANTXR1,-0.2912,13.3497,13.6409,6693.0,0.0711458241215995,0.24247994312271584
NSMF,-0.2006,10.109,10.3096,6693.0,0.0711458241215995,0.24247994312271584
B2M,0.2368,16.418,16.1813,8947.0,0.0711458241215995,0.24247994312271584
SCARNA17,-0.2593,9.9174,10.1767,6693.0,0.0711458241215995,0.24247994312271584
ORM1,-0.9096,2.9146,3.8242,6699.0,0.07137728814188177,0.24247994312271584
SH3GLB2,0.1601,10.5945,10.4344,8946.0,0.07139706450364701,0.24247994312271584
POGK,0.1865,10.9166,10.7301,8946.0,0.07139706450364701,0.24247994312271584
PDE5A,-0.2566,9.8924,10.149,6694.0,0.07139706450364701,0.24247994312271584
NR2C2AP,0.1707,9.3787,9.208,8946.0,0.07139706450364701,0.24247994312271584
ABCC1,-0.1902,12.3929,12.5831,6694.0,0.07139706450364701,0.24247994312271584
APOA1BP,0.136,10.5142,10.3782,8946.0,0.07139706450364701,0.24247994312271584
METTL8,-0.1215,9.0464,9.1679,6694.0,0.07139706450364701,0.24247994312271584
SNORD89,-0.3223,10.2994,10.6217,6694.0,0.07139706450364701,0.24247994312271584
SLC30A2,0.6682,6.5028,5.8346,8945.0,0.0716373229146647,0.24317797982132663
BCL9L,-0.1713,11.3593,11.5305,6696.0,0.0719017267221819,0.24360318927694236
GNAI1,-0.2671,8.66,8.9271,6696.0,0.0719017267221819,0.24360318927694236
SERTAD2,-0.1551,9.7812,9.9363,6696.0,0.0719017267221819,0.24360318927694236
GNE,0.2094,11.0752,10.8657,8944.0,0.0719017267221819,0.24360318927694236
RAB2A,0.1346,12.0846,11.9501,8943.0,0.07215515146574827,0.2441075003452344
TXNRD3,0.0927,9.3426,9.2499,8943.0,0.07215515146574827,0.2441075003452344
PHF1,-0.1314,10.1074,10.2387,6697.0,0.07215515146574827,0.2441075003452344
PADI1,-0.5897,6.3542,6.9439,6698.0,0.07240927487817014,0.24461282131465426
CDKN1B,0.1008,11.4002,11.2994,8942.0,0.0724093072376522,0.24461282131465426
IGF1,-0.5112,7.6407,8.1519,6698.0,0.0724093072376522,0.24461282131465426
JUNB,-0.3216,10.1974,10.5189,6699.0,0.07266419549254717,0.24523728242617246
BRD9,0.1569,11.146,10.9891,8941.0,0.07266419549254717,0.24523728242617246
FAS,-0.2857,11.0832,11.3689,6700.0,0.07291981768551412,0.24574469838866958
ADH5,-0.1533,11.0506,11.2039,6700.0,0.07291981768551412,0.24574469838866958
EPB41L4B,0.2393,8.8089,8.5697,8940.0,0.07291981768551412,0.24574469838866958
ZNF443,0.1864,10.445,10.2586,8939.0,0.07317617527205181,0.24649002185193786
PNKD,-0.1283,9.7021,9.8304,6702.0,0.07343326970806664,0.24711830262642515
SLC39A6,0.2048,12.9809,12.7761,8938.0,0.07343326970806664,0.24711830262642515
ESD,-0.1233,10.4701,10.5934,6703.0,0.07369110244986277,0.24762897814605994
DNAH2,-0.5234,6.9265,7.4499,6703.0,0.07369110244986277,0.24762897814605994
BTF3,-0.1147,12.5886,12.7033,6703.0,0.07369110244986277,0.24762897814605994
TMTC4,0.1851,9.7767,9.5916,8936.0,0.0739496749541316,0.2480218264864864
C2,0.3543,11.4798,11.1255,8936.0,0.0739496749541316,0.2480218264864864
ACSF3,-0.1194,10.6239,10.7433,6704.0,0.0739496749541316,0.2480218264864864
CHPF2,-0.1186,9.5588,9.6774,6704.0,0.0739496749541316,0.2480218264864864
TOP1MT,-0.2515,9.3486,9.6001,6705.0,0.07420898867794223,0.24853445610312266
MGP,-0.4773,12.1865,12.6638,6705.0,0.07420898867794223,0.24853445610312266
SLC30A1,-0.1477,9.3919,9.5395,6705.0,0.07420898867794223,0.24853445610312266
ARPC2,-0.1329,13.165,13.2979,6706.0,0.07446904507873102,0.24869180862487045
SPATA20,-0.1956,10.2706,10.4662,6706.0,0.07446904507873102,0.24869180862487045
TRO,-0.1846,8.208,8.3926,6706.0,0.07446904507873102,0.24869180862487045
PRX,-0.208,8.9923,9.2003,6706.0,0.07446904507873102,0.24869180862487045
SMG5,0.1366,12.4627,12.3261,8934.0,0.07446904507873102,0.24869180862487045
UPK1A,0.88,9.3201,8.4401,8934.0,0.07446904507873102,0.24869180862487045
PSMB3,0.1088,11.2802,11.1714,8933.0,0.07472984561429127,0.24920624230327706
PCK2,0.1148,9.6352,9.5204,8933.0,0.07472984561429127,0.24920624230327706
TMEM41A,0.1645,9.0442,8.8797,8933.0,0.07472984561429127,0.24920624230327706
C2CD2,0.1611,10.3607,10.1996,8932.0,0.07499139174276329,0.24972169109584944
NPC2,-0.1928,12.5505,12.7433,6708.0,0.07499139174276329,0.24972169109584944
GTF2I,0.1325,13.5281,13.3956,8932.0,0.07499139174276329,0.24972169109584944
RAP1GAP2,0.2241,9.922,9.6978,8931.0,0.07525368492262396,0.2501193903716828
IFIT3,0.325,9.4761,9.151,8931.0,0.07525368492262396,0.2501193903716828
CTDSPL,-0.1698,9.9403,10.1101,6709.0,0.07525368492262396,0.2501193903716828
MIS18BP1,0.0983,11.3964,11.2982,8931.0,0.07525368492262396,0.2501193903716828
ZNF189,-0.1057,9.4883,9.594,6710.0,0.0755167266126766,0.25039944908549916
ELOVL1,0.1229,11.6707,11.5478,8930.0,0.0755167266126766,0.25039944908549916
ABCB4,-0.3131,7.731,8.0442,6710.0,0.0755167266126766,0.25039944908549916
HIST1H3C,0.1672,10.2093,10.0421,8930.0,0.0755167266126766,0.25039944908549916
DBN1,-0.2544,10.2819,10.5363,6710.0,0.0755167266126766,0.25039944908549916
TSTD1,0.2251,9.0264,8.8013,8928.0,0.07604506136014026,0.2516746525071183
USP54,-0.1692,10.5097,10.679,6712.0,0.07604506136014026,0.2516746525071183
ACSF2,0.2717,10.9995,10.7278,8928.0,0.07604506136014026,0.2516746525071183
MRPS35,0.1325,10.2589,10.1264,8928.0,0.07604506136014026,0.2516746525071183
ITGBL1,-0.3302,9.7024,10.0326,6713.0,0.07631035733669664,0.2520761473721163
ACAD10,0.121,10.5489,10.4279,8927.0,0.07631035733669664,0.2520761473721163
IFITM3,-0.2378,12.1856,12.4234,6713.0,0.07631035733669664,0.2520761473721163
POMT1,0.1438,10.7894,10.6456,8927.0,0.07631035733669664,0.2520761473721163
STRA6,-0.3181,8.5272,8.8454,6714.0,0.07657640766171457,0.25283572977604296
PSMG1,0.1232,9.7485,9.6253,8925.0,0.07684321379547375,0.25335829859213876
RTN4,-0.0828,13.0751,13.1579,6715.0,0.07684321379547375,0.25335829859213876
HOOK1,0.3007,10.4519,10.1512,8925.0,0.07684321379547375,0.25335829859213876
CLCN5,-0.1093,9.6995,9.8088,6716.0,0.07711077719851762,0.25400130419624595
RPRD2,0.1349,12.6779,12.543,8924.0,0.07711077719851762,0.25400130419624595
CELSR2,-0.2757,10.5459,10.8216,6717.0,0.07737909933164332,0.254287110567573
NAV3,-0.3157,8.3189,8.6346,6717.0,0.07737909933164332,0.254287110567573
ASS1,0.5098,13.1572,12.6474,8923.0,0.07737909933164332,0.254287110567573
KIAA1586,0.1579,9.8531,9.6952,8923.0,0.07737909933164332,0.254287110567573
AP4M1,0.1171,10.7388,10.6216,8923.0,0.07737909933164332,0.254287110567573
SEMA5A,0.3198,12.4533,12.1335,8922.0,0.07764818165589077,0.25445494437819516
DNMT3B,0.2497,10.4966,10.2469,8922.0,0.07764818165589077,0.25445494437819516
VASP,-0.1585,10.9228,11.0813,6718.0,0.07764818165589077,0.25445494437819516
CEP250,0.1497,11.7751,11.6255,8922.0,0.07764818165589077,0.25445494437819516
BMP2,-0.5319,7.7957,8.3276,6718.0,0.07764818165589077,0.25445494437819516
LZTFL1,0.1384,9.5511,9.4127,8922.0,0.07764818165589077,0.25445494437819516
GBP5,0.4936,9.9997,9.5061,8921.0,0.07791802563253238,0.2549812773386094
PSMB8,0.2533,11.7095,11.4563,8921.0,0.07791802563253238,0.2549812773386094
GYS1,-0.1557,12.2486,12.4044,6719.0,0.07791802563253238,0.2549812773386094
EMX2,0.6596,6.8109,6.1512,8920.0,0.07818457945423092,0.25573405414197997
MUC5B,-0.8606,4.876,5.7366,6721.0,0.0784078883847418,0.25615636864217345
CA9,-0.7063,6.1002,6.8066,6721.0,0.0784593275523082,0.25615636864217345
FASN,0.2037,14.4968,14.2932,8919.0,0.07846000438918493,0.25615636864217345
DAB2IP,-0.1289,10.8244,10.9533,6721.0,0.07846000438918493,0.25615636864217345
TP63,-0.756,11.0781,11.8341,6722.0,0.0787321420928067,0.25620873191260474
PHKA1,0.1662,11.1674,11.0012,8918.0,0.0787321420928067,0.25620873191260474
ZHX1,-0.1468,10.6842,10.831,6722.0,0.0787321420928067,0.25620873191260474
PAK4,0.154,9.5978,9.4438,8918.0,0.0787321420928067,0.25620873191260474
RPS23,-0.1614,12.6087,12.7701,6722.0,0.0787321420928067,0.25620873191260474
CMAHP,-0.296,7.9976,8.2936,6722.0,0.0787321420928067,0.25620873191260474
PTGES3,0.1126,11.4215,11.3088,8918.0,0.0787321420928067,0.25620873191260474
TOR1AIP2,0.1379,11.4525,11.3146,8917.0,0.07900504729602251,0.2569774018643965
TMPRSS3,0.6677,8.3626,7.695,8916.0,0.07927872146110664,0.2575087599221381
TALDO1,0.1269,12.7033,12.5763,8916.0,0.07927872146110664,0.2575087599221381
GULP1,-0.3139,8.3582,8.6721,6724.0,0.07927872146110664,0.2575087599221381
GABBR2,0.7952,7.294,6.4988,8915.0,0.07955302964945662,0.25756394907612695
COL6A2,-0.3345,13.9406,14.2752,6725.0,0.07955316605050158,0.25756394907612695
AIG1,-0.2062,9.5215,9.7277,6725.0,0.07955316605050158,0.25756394907612695
ERBB3,0.2692,13.8928,13.6236,8915.0,0.07955316605050158,0.25756394907612695
PHC2,-0.1291,9.9384,10.0675,6725.0,0.07955316605050158,0.25756394907612695
POLR2H,0.1443,10.6556,10.5114,8915.0,0.07955316605050158,0.25756394907612695
SNRPB2,0.1492,10.0367,9.8874,8915.0,0.07955316605050158,0.25756394907612695
NAA50,0.1288,10.7247,10.5959,8914.0,0.07982838252680731,0.25797792470476766
ARHGEF25,-0.2269,9.6911,9.918,6726.0,0.07982838252680731,0.25797792470476766
IGFBP3,0.3155,11.8202,11.5046,8914.0,0.07982838252680731,0.25797792470476766
SH2B3,-0.205,8.5722,8.7772,6726.0,0.07982838252680731,0.25797792470476766
SLC6A8,-0.4728,11.5427,12.0156,6727.0,0.08010437235277014,0.25863112936212507
SCNN1B,0.4523,10.8585,10.4062,8913.0,0.08010437235277014,0.25863112936212507
SLC9A2,0.6803,9.7483,9.068,8912.0,0.08038113699127244,0.25892782996774655
CNP,0.1162,9.7194,9.6031,8912.0,0.08038113699127244,0.25892782996774655
COPZ2,-0.3274,7.7999,8.1273,6728.0,0.08038113699127244,0.25892782996774655
CAMK2G,0.1536,11.3277,11.1741,8912.0,0.08038113699127244,0.25892782996774655
CASK,-0.137,12.944,13.081,6728.0,0.08038113699127244,0.25892782996774655
STK10,-0.2195,9.8518,10.0713,6729.0,0.08065867790532105,0.259225663777404
TESC,-0.4431,7.7538,8.1969,6729.0,0.08065867790532105,0.259225663777404
TUBB,0.1553,14.0106,13.8552,8911.0,0.08065867790532105,0.259225663777404
HMCN2,-0.4665,6.5489,7.0154,6729.0,0.08065867790532105,0.259225663777404
UBD,0.5742,9.491,8.9168,8911.0,0.08065867790532105,0.259225663777404
ACOT7,0.2058,9.5579,9.3521,8910.0,0.08093699655803702,0.25946911914769494
TBK1,0.1129,10.9092,10.7963,8910.0,0.08093699655803702,0.25946911914769494
RPAP3,0.1263,10.9902,10.8639,8910.0,0.08093699655803702,0.25946911914769494
LEF1,-0.292,8.6515,8.9435,6730.0,0.08093699655803702,0.25946911914769494
PDIA3,0.1621,14.5277,14.3657,8910.0,0.08093699655803702,0.25946911914769494
HSPA14,0.1047,10.3905,10.2858,8909.0,0.0812160944126442,0.25946911914769494
VAMP8,0.1255,11.0695,10.944,8909.0,0.0812160944126442,0.25946911914769494
HEG1,-0.2155,12.2273,12.4427,6731.0,0.0812160944126442,0.25946911914769494
BNIP3L,-0.1718,11.1768,11.3486,6731.0,0.0812160944126442,0.25946911914769494
PRKCA,-0.2498,10.3815,10.6314,6731.0,0.0812160944126442,0.25946911914769494
LAMP3,0.341,9.0139,8.6729,8909.0,0.0812160944126442,0.25946911914769494
NELFE,0.1434,9.485,9.3416,8909.0,0.0812160944126442,0.25946911914769494
EIF6,0.118,10.6009,10.4829,8909.0,0.0812160944126442,0.25946911914769494
NAGK,0.0916,11.8183,11.7267,8908.0,0.08149597293245825,0.2598890247932628
CMTM3,-0.2471,8.8399,9.087,6732.0,0.08149597293245825,0.2598890247932628
