gene,log2FC,mean_responder,mean_nonresponder,statistic,p_value,fdr
CALD1,-0.3487,13.8837,14.2324,6542.0,0.04071377287214287,0.17842212229262608
CCDC15,0.2294,9.8168,9.5873,9098.0,0.04071377287214287,0.17842212229262608
GMDS,0.1076,10.2193,10.1118,9097.0,0.04087149771643997,0.17877770050482766
GBP2,0.0526,12.9563,12.9037,9097.0,0.04087149771643997,0.17877770050482766
SCN9A,-0.392,8.5613,8.9533,6543.0,0.04087149771643997,0.17877770050482766
CORIN,-0.4227,7.1011,7.5238,6544.0,0.04102974005510736,0.17902259788530644
ZNF726,0.3517,9.422,9.0703,9096.0,0.04102974005510736,0.17902259788530644
RPL12,-0.1771,11.0497,11.2268,6544.0,0.04102974005510736,0.17902259788530644
DHX40,0.1695,11.4915,11.322,9096.0,0.04102974005510736,0.17902259788530644
SMYD3,-0.2216,9.1445,9.3661,6545.0,0.041188501178644074,0.17915718866710834
PCSK6,0.3563,9.1649,8.8086,9095.0,0.041188501178644074,0.17915718866710834
IRF6,-0.364,11.8635,12.2274,6545.0,0.041188501178644074,0.17915718866710834
PPP2R3A,-0.2166,10.3334,10.55,6545.0,0.041188501178644074,0.17915718866710834
LEPR,-0.3264,10.0385,10.3649,6545.0,0.041188501178644074,0.17915718866710834
SIK2,-0.1259,10.6454,10.7713,6546.0,0.041347782379113254,0.1791822524758231
HIF1A,-0.1984,13.9717,14.1701,6546.0,0.041347782379113254,0.1791822524758231
MX1,0.4054,12.0144,11.6089,9094.0,0.041347782379113254,0.1791822524758231
HYLS1,0.2375,9.2034,8.966,9094.0,0.041347782379113254,0.1791822524758231
INTS7,0.1133,10.7754,10.6621,9094.0,0.041347782379113254,0.1791822524758231
SGK494,0.1936,9.354,9.1603,9094.0,0.041347782379113254,0.1791822524758231
ZNF607,0.2626,9.6461,9.3835,9093.0,0.04150758495013698,0.17954145608759067
C1R,-0.3693,10.5077,10.877,6547.0,0.04150758495013698,0.17954145608759067
CEMIP,-0.5275,10.6436,11.1712,6547.0,0.04150758495013698,0.17954145608759067
CYP2S1,-0.5189,7.6272,8.1462,6548.0,0.041667910186891824,0.18001256942554192
MAD1L1,0.1213,9.9695,9.8481,9092.0,0.041667910186891824,0.18001256942554192
ZNF551,0.1519,11.6164,11.4645,9091.0,0.04182875938610338,0.1804847824897609
ARAP3,-0.2793,9.5945,9.8738,6549.0,0.04182875938610338,0.1804847824897609
PCDHGB7,-0.2782,8.8384,9.1165,6550.0,0.04199013384604183,0.18084680647222076
ZNF423,-0.3214,8.4764,8.7978,6550.0,0.04199013384604183,0.18084680647222076
GPC1,-0.2987,9.6886,9.9873,6550.0,0.04199013384604183,0.18084680647222076
CUTC,-0.1197,9.3813,9.5011,6552.0,0.04231446374887197,0.18213164697808876
CEP70,0.1685,10.5305,10.362,9087.0,0.042477421795980984,0.1826085849215806
PCDH7,-0.4651,9.528,9.9931,6553.0,0.042477421795980984,0.1826085849215806
FAM83D,0.2785,10.2685,9.99,9086.0,0.04264091031224144,0.18283689043385254
SEPW1,-0.1585,9.598,9.7564,6554.0,0.04264091031224144,0.18283689043385254
MSRB3,-0.3848,8.4668,8.8516,6554.0,0.04264091031224144,0.18283689043385254
SNX27,0.163,11.0857,10.9227,9086.0,0.04264091031224144,0.18283689043385254
MAGEA3,1.1221,5.9677,4.8456,9078.0,0.04266107082234971,0.18283689043385254
PDXK,0.1722,11.8038,11.6315,9085.0,0.04280493060357036,0.18311724435968432
YES1,0.1041,12.1648,12.0607,9085.0,0.04280493060357036,0.18311724435968432
DOCK1,-0.1638,13.4798,13.6436,6555.0,0.04280493060357036,0.18311724435968432
PLEKHF1,0.2935,8.3376,8.0441,9084.0,0.04296948397739868,0.18326144719471557
PLCH1,0.6058,8.5845,7.9787,9084.0,0.04296948397739868,0.18326144719471557
CDH6,-0.3402,9.3142,9.6544,6556.0,0.04296948397739868,0.18326144719471557
CDK4,0.1287,12.3056,12.1769,9084.0,0.04296948397739868,0.18326144719471557
TMCO1,0.1522,13.2075,13.0553,9084.0,0.04296948397739868,0.18326144719471557
PLS1,0.3683,10.5546,10.1863,9083.0,0.04313457174266653,0.18363003399020894
GRHL3,0.4443,10.5317,10.0874,9083.0,0.04313457174266653,0.18363003399020894
PLEKHG6,0.34,8.6715,8.3314,9083.0,0.04313457174266653,0.18363003399020894
PARD3B,-0.2965,10.219,10.5155,6558.0,0.043300195209817566,0.1842231270075045
EPHA3,-0.3888,8.7969,9.1857,6559.0,0.043466355690794226,0.18470563647004368
UPK2,0.7604,9.839,9.0786,9081.0,0.043466355690794226,0.18470563647004368
PHB,0.1296,11.5085,11.3789,9080.0,0.04363305449903209,0.18511373055222188
TPGS2,0.1687,10.2911,10.1224,9080.0,0.04363305449903209,0.18511373055222188
SLC37A2,-0.3963,9.3229,9.7192,6561.0,0.043800292949454755,0.18511373055222188
FN3K,0.1892,9.7175,9.5283,9079.0,0.043800292949454755,0.18511373055222188
KIAA0907,0.1469,12.1636,12.0167,9079.0,0.043800292949454755,0.18511373055222188
USP7,0.1624,13.5844,13.422,9079.0,0.043800292949454755,0.18511373055222188
B4GALNT4,0.4301,7.6917,7.2616,9079.0,0.043800292949454755,0.18511373055222188
GAS6,-0.3284,9.5884,9.9168,6561.0,0.043800292949454755,0.18511373055222188
MRPS30,0.1977,10.0937,9.896,9079.0,0.043800292949454755,0.18511373055222188
NFKBIZ,-0.249,11.3639,11.6129,6562.0,0.04396807235846847,0.1857107422957507
FAM160A2,-0.1398,9.3405,9.4803,6563.0,0.044136394043956945,0.18630932338145298
GFPT1,0.1866,13.3077,13.1212,9075.0,0.04447466952324682,0.18739838187202015
PPP1R13B,-0.1645,10.2579,10.4224,6565.0,0.04447466952324682,0.18739838187202015
FAM198B,-0.3016,10.0587,10.3603,6565.0,0.04447466952324682,0.18739838187202015
SLC11A1,-0.3934,7.9756,8.3689,6566.0,0.04464462596015339,0.1875502793035118
RNF139,-0.1548,10.9442,11.0989,6566.0,0.04464462596015339,0.1875502793035118
TFDP2,0.1199,10.1844,10.0645,9074.0,0.04464462596015339,0.1875502793035118
NALCN,-0.3467,7.3164,7.6632,6566.0,0.04464462596015339,0.1875502793035118
THAP5,0.1271,9.7118,9.5847,9074.0,0.04464462596015339,0.1875502793035118
PDP1,-0.1662,10.8872,11.0534,6567.0,0.04481512995973434,0.18792835635210756
CEP72,0.2813,9.4089,9.1275,9073.0,0.04481512995973434,0.18792835635210756
AGT,-0.5554,7.1575,7.7129,6567.0,0.04481512995973434,0.18792835635210756
MT2A,-0.3739,10.4361,10.81,6568.0,0.04498618284717838,0.18819488559067515
PIGW,0.1542,9.2102,9.0559,9072.0,0.04498618284717838,0.18819488559067515
RPL13AP5,-0.1631,11.8236,11.9867,6568.0,0.04498618284717838,0.18819488559067515
AMY2B,-0.2735,10.245,10.5185,6568.0,0.04498618284717838,0.18819488559067515
NELFCD,0.1358,11.825,11.6892,9071.0,0.04515778594911884,0.1887999850756294
NEXN,-0.3645,10.25,10.6145,6570.0,0.04532994059362812,0.18929372330183525
RARRES2,-0.374,8.0192,8.3932,6570.0,0.04532994059362812,0.18929372330183525
MMP12,-0.6247,8.7659,9.3906,6571.0,0.045502648110211714,0.189337519141897
AHSA1,0.1203,12.3345,12.2142,9069.0,0.045502648110211714,0.189337519141897
MRC1,-0.3879,13.4284,13.8163,6571.0,0.045502648110211714,0.189337519141897
PPT1,0.1938,11.963,11.7692,9069.0,0.045502648110211714,0.189337519141897
TANC2,0.1802,13.2152,13.035,9069.0,0.045502648110211714,0.189337519141897
RPL8,-0.165,13.955,14.1201,6571.0,0.045502648110211714,0.189337519141897
ESRP1,0.3375,12.8105,12.4731,9068.0,0.0456759098298031,0.1894954955794497
VGLL1,0.4979,9.5187,9.0208,9068.0,0.0456759098298031,0.1894954955794497
SDPR,-0.3488,7.5186,7.8675,6572.0,0.0456759098298031,0.1894954955794497
PTK7,-0.2836,10.8083,11.0918,6572.0,0.0456759098298031,0.1894954955794497
DCLRE1A,0.1848,9.4433,9.2585,9068.0,0.0456759098298031,0.1894954955794497
PLXDC1,-0.2547,9.3124,9.5671,6573.0,0.045849727084757534,0.1897669259896909
CMSS1,0.166,9.8631,9.6971,9067.0,0.045849727084757534,0.1897669259896909
LITAF,-0.1775,12.8978,13.0753,6573.0,0.045849727084757534,0.1897669259896909
TMEM63A,-0.2152,11.4086,11.6238,6573.0,0.045849727084757534,0.1897669259896909
PCOLCE,-0.3224,9.7892,10.1116,6574.0,0.04602410120884669,0.19015149307702262
GYLTL1B,-0.4037,7.4376,7.8413,6574.0,0.04602410120884669,0.19015149307702262
RAD54B,0.2311,9.6267,9.3956,9066.0,0.04602410120884669,0.19015149307702262
CDK5RAP2,0.1494,12.7588,12.6094,9065.0,0.04619903353725266,0.19076169331449316
SSR4,0.2101,12.1391,11.9289,9064.0,0.046374525406562464,0.19137348345442365
GJB5,-0.7207,6.8972,7.6179,6576.5,0.0464616133099847,0.1916199517136766
ZHX2,-0.19,10.3296,10.5196,6577.0,0.04655057815476207,0.19176099930458754
KANSL1L,-0.164,9.8281,9.9922,6577.0,0.04655057815476207,0.19176099930458754
CREB5,-0.3215,7.8524,8.174,6578.0,0.04672719312123039,0.19226235806579106
CAPN3,-0.2626,10.5522,10.8148,6578.0,0.04672719312123039,0.19226235806579106
PAPPA,-0.2665,9.0353,9.3018,6579.0,0.04690437164673378,0.19287804735295164
HDAC1,0.1112,12.2634,12.1522,9060.0,0.047082115073419806,0.19326849464194543
LPL,-0.4136,7.8246,8.2382,6580.0,0.047082115073419806,0.19326849464194543
CAPN2,-0.2383,13.1589,13.3973,6580.0,0.047082115073419806,0.19326849464194543
GLO1,0.1736,11.2829,11.1092,9059.0,0.047260424744811555,0.19343352103326436
CMPK2,0.3533,8.2807,7.9274,9059.0,0.047260424744811555,0.19343352103326436
ALDH2,-0.3757,9.8868,10.2625,6581.0,0.047260424744811555,0.19343352103326436
SPAG1,0.2366,9.281,9.0444,9059.0,0.047260424744811555,0.19343352103326436
PSMA3,0.1249,11.773,11.6481,9059.0,0.047260424744811555,0.19343352103326436
MTERF4,-0.122,9.7427,9.8648,6582.0,0.047439302005801334,0.19382580626991058
KIF16B,-0.1131,11.4529,11.566,6582.0,0.047439302005801334,0.19382580626991058
MXRA5,-0.4701,12.4478,12.9179,6582.0,0.047439302005801334,0.19382580626991058
IQCG,0.1405,9.7873,9.6468,9057.0,0.047618748202645,0.1943322224144073
EIF3E,-0.159,13.1411,13.3001,6583.0,0.047618748202645,0.1943322224144073
C5orf51,0.1799,9.886,9.7062,9056.0,0.047798764682955734,0.1949532609637385
PAIP1,0.2175,8.9875,8.77,9055.0,0.04797935279569807,0.1952349840954524
FOXC1,-0.3235,10.6035,10.9271,6585.0,0.04797935279569807,0.1952349840954524
NETO2,0.3047,9.395,9.0903,9055.0,0.04797935279569807,0.1952349840954524
ATP2C1,0.1248,14.2776,14.1528,9055.0,0.04797935279569807,0.1952349840954524
PI4KB,0.1431,11.6509,11.5078,9054.0,0.04816051389118154,0.19563113618326236
TSPAN7,-0.4161,8.4303,8.8464,6586.0,0.04816051389118154,0.19563113618326236
PDLIM1,-0.1909,11.5993,11.7902,6586.0,0.04816051389118154,0.19563113618326236
NEDD4L,0.3094,12.3711,12.0616,9053.0,0.04834224932105487,0.19625551999730273
GSTM1,1.1469,9.652,8.5052,9052.0,0.0485243055141819,0.19665364395220633
TCTN2,0.1525,11.3689,11.2163,9052.0,0.04852456043829966,0.19665364395220633
P4HB,0.1434,14.7412,14.5978,9052.0,0.04852456043829966,0.19665364395220633
CLCA2,-0.9283,8.8085,9.7368,6589.0,0.048707448597224035,0.19705272243001729
SLC25A10,0.2754,8.8685,8.5931,9051.0,0.048707448597224035,0.19705272243001729
TIMP1,-0.3527,11.5345,11.8871,6589.0,0.048707448597224035,0.19705272243001729
GMFG,-0.3225,8.5401,8.8626,6590.0,0.04889091515345667,0.19756669291382403
MTERF3,0.174,9.341,9.1671,9050.0,0.04889091515345667,0.19756669291382403
CORO1C,-0.1858,11.8282,12.014,6591.0,0.04907496146394025,0.1977399051392253
TENM4,-0.369,8.8496,9.2186,6591.0,0.04907496146394025,0.1977399051392253
CCDC14,0.1599,11.7923,11.6323,9049.0,0.04907496146394025,0.1977399051392253
ECHS1,0.173,11.2324,11.0594,9049.0,0.04907496146394025,0.1977399051392253
CELF2,-0.3989,8.7429,9.1418,6591.0,0.04907496146394025,0.1977399051392253
ETS1,-0.2647,10.8835,11.1482,6592.0,0.04925958888692539,0.19791445839078514
DIAPH2,-0.2137,11.1939,11.4076,6592.0,0.04925958888692539,0.19791445839078514
TNC,-0.4935,12.2928,12.7862,6592.0,0.04925958888692539,0.19791445839078514
GCN1L1,0.0898,13.397,13.3072,9048.0,0.04925958888692539,0.19791445839078514
ABCC4,-0.3158,10.7341,11.0498,6592.0,0.04925958888692539,0.19791445839078514
USP46,0.1592,10.106,9.9468,9047.0,0.049444798781964165,0.19820373547229253
CNN1,-0.4992,7.7771,8.2763,6593.0,0.049444798781964165,0.19820373547229253
CSNK1G3,-0.1398,10.9923,11.1321,6593.0,0.049444798781964165,0.19820373547229253
NPR2,-0.1449,10.2285,10.3734,6593.0,0.049444798781964165,0.19820373547229253
CPQ,-0.2527,9.5888,9.8415,6594.0,0.04963059250990371,0.19826756380311217
PTPLAD1,0.1775,10.9904,10.8129,9046.0,0.04963059250990371,0.19826756380311217
KIF26B,-0.2969,9.9962,10.2931,6594.0,0.04963059250990371,0.19826756380311217
RAPH1,-0.147,11.5891,11.7361,6594.0,0.04963059250990371,0.19826756380311217
RCN1,0.2247,10.0745,9.8499,9046.0,0.04963059250990371,0.19826756380311217
FMR1,0.218,13.559,13.3409,9046.0,0.04963059250990371,0.19826756380311217
SNORA37,0.1662,9.2141,9.0479,9045.0,0.04981697143287992,0.1987853281734804
FNDC3A,-0.1468,13.113,13.2598,6595.0,0.04981697143287992,0.1987853281734804
BCL10,-0.1569,9.2984,9.4553,6596.0,0.050003936914310945,0.19919088180370853
MICALL2,-0.251,9.1025,9.3534,6596.0,0.050003936914310945,0.19919088180370853
EDNRB,-0.3139,8.804,9.1179,6596.0,0.050003936914310945,0.19919088180370853
MRPS15,0.1248,10.0755,9.9506,9043.0,0.05019149031889076,0.19937096239545773
SETBP1,-0.3159,12.3444,12.6602,6597.0,0.05019149031889076,0.19937096239545773
PJA2,-0.1529,11.7119,11.8648,6597.0,0.05019149031889076,0.19937096239545773
B4GALT6,0.3047,7.9997,7.6951,9043.0,0.05019149031889076,0.19937096239545773
ELF3,0.2796,12.021,11.7414,9043.0,0.05019149031889076,0.19937096239545773
INA,0.7989,6.6699,5.871,9042.0,0.05037937207380015,0.19989154106918713
KIN,0.1118,9.7821,9.6703,9042.0,0.050379633012582505,0.19989154106918713
KIFC3,-0.2481,9.0674,9.3155,6599.0,0.05056836636261214,0.20041328219432528
ACOX1,0.2841,13.9911,13.7069,9041.0,0.05056836636261214,0.20041328219432528
ASH2L,0.2057,11.5681,11.3624,9040.0,0.050757691737461766,0.2010498389352063
NFAT5,-0.1988,13.6993,13.898,6601.0,0.050947610506863084,0.20123300416218962
TPM2,-0.3261,12.5694,12.8954,6601.0,0.050947610506863084,0.20123300416218962
FGD6,-0.1757,10.7657,10.9414,6601.0,0.050947610506863084,0.20123300416218962
KIAA1324L,0.1687,10.7348,10.5662,9039.0,0.050947610506863084,0.20123300416218962
ARL6IP6,0.1486,9.5553,9.4067,9039.0,0.050947610506863084,0.20123300416218962
TRIM16,0.2131,9.7782,9.5652,9038.0,0.05113812404179057,0.20164430330217306
PPIL1,0.1661,9.2604,9.0943,9038.0,0.05113812404179057,0.20164430330217306
C1S,-0.385,14.0234,14.4084,6602.0,0.05113812404179057,0.20164430330217306
TSC22D1,-0.1463,11.532,11.6782,6603.0,0.05132923371445505,0.20205656194622187
PSIP1,0.3029,11.6454,11.3424,9037.0,0.05132923371445505,0.20205656194622187
IFT88,-0.0373,9.8362,9.8735,6603.0,0.05132923371445505,0.20205656194622187
MRPS18C,0.1543,9.661,9.5067,9036.0,0.05152094089829683,0.20246978064577592
SHFM1,0.1736,11.7923,11.6187,9036.0,0.05152094089829683,0.20246978064577592
PRKD1,-0.2421,9.9018,10.1439,6604.0,0.05152094089829683,0.20246978064577592
SH3BP4,-0.2218,10.1759,10.3976,6605.0,0.051713246967979035,0.2028839599533654
RASA3,-0.3179,10.3654,10.6833,6605.0,0.051713246967979035,0.2028839599533654
PDCD5,0.2073,10.6344,10.4271,9035.0,0.051713246967979035,0.2028839599533654
LIMK2,-0.1909,10.8043,10.9952,6606.0,0.0519061532993807,0.2032991004225744
GOLT1B,0.1268,9.5286,9.4018,9034.0,0.0519061532993807,0.2032991004225744
LOC102724250,0.16,11.4077,11.2477,9034.0,0.0519061532993807,0.2032991004225744
INHBA,-0.3383,8.6335,8.9718,6607.0,0.05209966126959005,0.20382900998376488
UCHL5,0.1118,10.6248,10.513,9033.0,0.05209966126959005,0.20382900998376488
GAN,0.1971,12.0751,11.878,9032.0,0.052293772256897755,0.20436009325616908
TMEM246,-0.5946,6.843,7.4376,6608.0,0.052293772256897755,0.20436009325616908
CDYL,0.1438,11.7846,11.6409,9031.0,0.052488487640789915,0.20500662518039697
GPR116,-0.2459,10.8456,11.0914,6610.0,0.05268380880194105,0.20565480102563719
SOCS6,0.1756,9.466,9.2904,9029.0,0.05287973712220748,0.20607501339277629
EEF1B2,-0.1699,10.2679,10.4378,6611.0,0.05287973712220748,0.20607501339277629
ZNF146,0.1347,11.2091,11.0744,9029.0,0.05287973712220748,0.20607501339277629
GLIS3,-0.3126,10.2765,10.5891,6612.0,0.053076273984620025,0.20672588805021916
TDRD7,0.139,11.3508,11.2118,9027.0,0.0532734207733772,0.2072632031533114
BPGM,0.357,10.2537,9.8967,9027.0,0.0532734207733772,0.2072632031533114
ZNF107,0.1677,11.6943,11.5266,9026.0,0.053471178873837906,0.20780170125054767
SEMA4B,-0.3767,11.0451,11.4217,6614.0,0.053471178873837906,0.20780170125054767
FER,-0.1413,10.5821,10.7233,6615.0,0.05366954967251475,0.2082259592003439
EIF3B,0.1389,12.8283,12.6894,9025.0,0.05366954967251475,0.2082259592003439
FAM105A,-0.1667,8.5467,8.7134,6615.0,0.05366954967251475,0.2082259592003439
TRERF1,-0.2098,9.9305,10.1403,6616.0,0.05386853455706659,0.2083055480414894
ECM1,-0.3399,10.1979,10.5378,6616.0,0.05386853455706659,0.2083055480414894
RASEF,0.3626,10.5364,10.1738,9024.0,0.05386853455706659,0.2083055480414894
ENPP1,-0.4311,8.8715,9.3026,6616.0,0.05386853455706659,0.2083055480414894
IL10RB,0.1714,11.2321,11.0608,9024.0,0.05386853455706659,0.2083055480414894
PPP3CB,-0.0988,11.1693,11.268,6616.0,0.05386853455706659,0.2083055480414894
SLC12A6,-0.1677,12.4632,12.6309,6617.0,0.05406813491629156,0.20896200265937628
GJB4,-0.702,6.7334,7.4355,6618.0,0.054268242887464645,0.20950455900620638
TUBB3,0.4605,11.3804,10.9199,9022.0,0.05426835214011972,0.20950455900620638
IGF2BP1,0.99,4.7704,3.7804,9021.0,0.054346160407883495,0.2096893450889301
SNX14,-0.1269,11.8953,12.0222,6619.0,0.054469187619606056,0.21004830446040815
RHBDF1,-0.1955,9.5249,9.7203,6620.0,0.05467064274692308,0.21070914207853733
CHD1L,0.1663,11.2013,11.035,9019.0,0.05487271891535363,0.211023421506986
OLR1,0.6229,9.0491,8.4262,9019.0,0.05487271891535363,0.211023421506986
BTBD11,-0.4836,8.2436,8.7273,6621.0,0.05487271891535363,0.211023421506986
ETFA,0.0953,12.8285,12.7332,9019.0,0.05487271891535363,0.211023421506986
COASY,0.1212,10.0759,9.9547,9018.0,0.055075417519283465,0.21157056987797154
MYO7A,0.2699,9.6886,9.4187,9018.0,0.055075417519283465,0.21157056987797154
RUNX2,-0.2169,10.9538,11.1707,6623.0,0.055278739954193884,0.21223520608509855
MAP1A,-0.2701,10.5399,10.8101,6624.0,0.05548268761665457,0.21255211235198684
RAB38,-0.4865,7.0291,7.5156,6624.0,0.05548268761665457,0.21255211235198684
ASPN,-0.5046,8.5399,9.0445,6624.0,0.05548268761665457,0.21255211235198684
EIF5A,0.1331,11.6536,11.5205,9016.0,0.05548268761665457,0.21255211235198684
VAPA,0.1247,12.1077,11.983,9015.0,0.05568726190431595,0.21310267492673474
RPS8,-0.1268,11.9557,12.0825,6625.0,0.05568726190431595,0.21310267492673474
PLA2G2A,-0.8822,8.3289,9.2112,6626.0,0.055892464215901806,0.21365443608294782
PPP3CC,-0.1573,10.1823,10.3396,6626.0,0.055892464215901806,0.21365443608294782
PASK,0.151,10.4994,10.3483,9013.0,0.056098295951201735,0.2139740558530859
TAP2,0.2863,12.3053,12.0191,9013.0,0.056098295951201735,0.2139740558530859
PRCP,-0.1763,10.8566,11.0329,6627.0,0.056098295951201735,0.2139740558530859
APBB2,-0.2137,11.3149,11.5287,6627.0,0.056098295951201735,0.2139740558530859
TECR,0.1303,11.8506,11.7203,9012.0,0.056304758511063695,0.21441121471070096
PIP4K2C,0.1097,10.6699,10.5602,9012.0,0.056304758511063695,0.21441121471070096
TRPS1,-0.2732,11.5177,11.7909,6628.0,0.056304758511063695,0.21441121471070096
EPHX3,-0.6088,6.0171,6.6259,6629.0,0.05651185329738658,0.21461632789674523
PFKL,0.138,12.4307,12.2927,9011.0,0.05651185329738658,0.21461632789674523
GORAB,0.1358,11.1397,11.0039,9011.0,0.05651185329738658,0.21461632789674523
CHORDC1,0.128,10.5302,10.4022,9011.0,0.05651185329738658,0.21461632789674523
POLR1C,0.1389,10.5702,10.4313,9011.0,0.05651185329738658,0.21461632789674523
PRPF3,0.1819,12.9737,12.7917,9010.0,0.05671958171311222,0.21528847194413273
TTN-AS1,-0.2111,9.6382,9.8493,6631.0,0.056927945162218226,0.21547120419123292
EIF2S2,0.1398,10.9021,10.7623,9009.0,0.056927945162218226,0.21547120419123292
TSPYL2,-0.1676,11.3861,11.5537,6631.0,0.056927945162218226,0.21547120419123292
FSCN1,-0.3132,9.6957,10.0089,6631.0,0.056927945162218226,0.21547120419123292
ENTPD1,-0.2553,11.6273,11.8826,6631.0,0.056927945162218226,0.21547120419123292
ZFP57,-0.8824,3.5601,4.4425,6639.0,0.056985559885128205,0.21547120419123292
NDUFV2,0.1559,11.0687,10.9128,9008.0,0.057136945049710064,0.21547120419123292
TRUB2,0.1581,9.6886,9.5305,9008.0,0.057136945049710064,0.21547120419123292
BMS1P20,0.2735,10.8002,10.5267,9008.0,0.057136945049710064,0.21547120419123292
VIM,-0.2888,14.9941,15.283,6632.0,0.057136945049710064,0.21547120419123292
GPR126,-0.3562,11.3983,11.7545,6632.0,0.057136945049710064,0.21547120419123292
BCORL1,-0.0844,10.1561,10.2405,6632.0,0.057136945049710064,0.21547120419123292
SNCA,-0.3253,7.7249,8.0501,6633.0,0.05734658278161346,0.21602911200626093
MAGI3,-0.0977,10.5796,10.6772,6633.0,0.05734658278161346,0.21602911200626093
NLRP2,0.8557,11.2362,10.3804,9006.0,0.05755685976496652,0.21658822618702878
SNORA55,0.2324,8.9861,8.7538,9006.0,0.05755685976496652,0.21658822618702878
SUMO2,0.1369,11.5075,11.3706,9005.0,0.05776777740781221,0.21703205213889962
MTHFD1,0.1143,13.2416,13.1273,9005.0,0.05776777740781221,0.21703205213889962
FABP4,-0.6609,6.833,7.4939,6635.0,0.05776777740781221,0.21703205213889962
MTUS2,0.7099,6.9771,6.2672,9003.5,0.05808532973255266,0.2180392492160722
TSPAN8,-0.6553,5.2939,5.9491,6637.0,0.0581881215472568,0.2180392492160722
CLEC2B,-0.3349,9.2745,9.6094,6637.0,0.05819154030913022,0.2180392492160722
SEMA3F,-0.2886,10.8751,11.1637,6637.0,0.05819154030913022,0.2180392492160722
GCNT2,-0.3508,8.8546,9.2055,6637.0,0.05819154030913022,0.2180392492160722
MAP4K4,-0.0949,13.4729,13.5678,6638.0,0.058404388388641794,0.21848607472524492
TMEM159,0.1379,9.3402,9.2023,9002.0,0.058404388388641794,0.21848607472524492
ITPR1,-0.265,11.6326,11.8976,6638.0,0.058404388388641794,0.21848607472524492
ZNF274,0.1226,10.4264,10.3038,9001.0,0.058617882769708696,0.21893388428601068
RUVBL2,0.1399,10.6703,10.5303,9001.0,0.058617882769708696,0.21893388428601068
HSF4,-0.2004,9.3471,9.5475,6639.0,0.058617882769708696,0.21893388428601068
KRT20,1.2841,9.1482,7.864,9000.0,0.05883102116935257,0.21903278582219898
KIAA1671,-0.2057,10.7828,10.9885,6640.0,0.05883202486528006,0.21903278582219898
ABCC3,-0.4343,11.3,11.7343,6640.0,0.05883202486528006,0.21903278582219898
SF3B6,0.1071,10.5322,10.4251,9000.0,0.05883202486528006,0.21903278582219898
WBSCR22,0.1462,10.7489,10.6027,9000.0,0.05883202486528006,0.21903278582219898
AKR1C1,-0.4427,9.0654,9.5081,6640.0,0.05883202486528006,0.21903278582219898
PNCK,-0.7504,6.0239,6.7744,6641.0,0.059045206676549625,0.21970966118803242
VSIG10,0.2648,9.9536,9.6888,8998.0,0.05926225785651178,0.22016636168124773
RPL37A,-0.1442,13.7767,13.9209,6642.0,0.05926225785651178,0.22016636168124773
PCDHB11,-0.369,9.0947,9.4637,6642.0,0.05926225785651178,0.22016636168124773
C14orf1,0.1402,9.7122,9.572,8997.0,0.05947835158282551,0.22061805939328763
PER1,-0.3351,8.3947,8.7297,6643.0,0.05947835158282551,0.22061805939328763
RPL23,-0.1662,13.8741,14.0403,6643.0,0.05947835158282551,0.22061805939328763
POLH,0.1103,11.357,11.2467,8996.0,0.05969509868493448,0.22072057871731582
ARHGAP1,-0.2035,11.2075,11.411,6644.0,0.05969509868493448,0.22072057871731582
FADS1,0.2524,10.0425,9.7901,8996.0,0.05969509868493448,0.22072057871731582
TSPAN6,0.2495,11.2371,10.9876,8996.0,0.05969509868493448,0.22072057871731582
MID2,-0.1714,9.4272,9.5985,6644.0,0.05969509868493448,0.22072057871731582
S1PR3,-0.2991,8.3696,8.6687,6644.0,0.05969509868493448,0.22072057871731582
OSBPL5,-0.1676,8.9751,9.1427,6645.0,0.059912500580494785,0.22117408622309173
KIAA1377,-0.1887,8.3371,8.5258,6645.0,0.059912500580494785,0.22117408622309173
EDNRA,-0.2564,9.0686,9.325,6645.0,0.059912500580494785,0.22117408622309173
ADH1C,-0.6186,6.2199,6.8385,6646.0,0.060130442477265136,0.22127919206128296
GMCL1,0.177,10.7143,10.5373,8994.0,0.0601305586880796,0.22127919206128296
NEU1,0.175,11.2028,11.0278,8994.0,0.0601305586880796,0.22127919206128296
MMP14,-0.2012,12.0442,12.2454,6646.0,0.0601305586880796,0.22127919206128296
LMAN1,0.1627,13.3251,13.1624,8994.0,0.0601305586880796,0.22127919206128296
STARD13,-0.2396,9.7483,9.988,6646.0,0.0601305586880796,0.22127919206128296
NUP37,0.1406,9.8769,9.7363,8993.0,0.06034927442717116,0.2217345061980481
ZDHHC20,0.1453,11.8931,11.7479,8993.0,0.06034927442717116,0.2217345061980481
OMA1,0.1337,10.3618,10.2281,8993.0,0.06034927442717116,0.2217345061980481
MYT1,0.959,5.4083,4.4492,8992.0,0.0605403763090353,0.22230725915865912
GLA,0.1749,10.0167,9.8418,8992.0,0.06056864921815245,0.22230725915865912
FANCC,0.1949,9.5147,9.3198,8991.0,0.060788684482299016,0.22276460357380432
RPL10A,-0.126,11.793,11.919,6649.0,0.060788684482299016,0.22276460357380432
CTGF,-0.4474,10.2502,10.6976,6649.0,0.060788684482299016,0.22276460357380432
EREG,-0.7205,4.4901,5.2106,6650.0,0.06099297170100811,0.22298992674181592
CYP1A1,0.8296,4.8026,3.973,8985.0,0.061003839859813,0.22298992674181592
