collection,direction,term,overlap,term_size,query_size,p_value,genes,fdr
Reactome,Downregulated in R,REACTOME_DIFFERENTIATION_OF_KERATINOCYTES_IN_INTERFOLLICULAR_EPIDERMIS_IN_MAMMALIAN_SKIN,2,27,200,0.17945473128293948,"ITGA6, YAP1",0.448947303520987
Reactome,Downregulated in R,REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING,2,27,200,0.17945473128293948,"NOTCH3, NOTCH4",0.448947303520987
Reactome,Upregulated in R,REACTOME_HATS_ACETYLATE_HISTONES,2,27,200,0.17945473128293948,"ACTL6A, VPS72",0.448947303520987
Reactome,Downregulated in R,REACTOME_RHOB_GTPASE_CYCLE,3,52,200,0.18500585997080965,"ARHGAP26, ARHGEF17, DLC1",0.4590613237976557
Reactome,Upregulated in R,REACTOME_PCP_CE_PATHWAY,3,52,200,0.18500585997080965,"PSMB4, PSMC4, PSMD4",0.4590613237976557
Reactome,Upregulated in R,REACTOME_MEMBRANE_TRAFFICKING,11,283,200,0.18540236037194394,"COPA, KIF11, KIF15, KIF18A, KIF22, KIF23, KIF2C, KIF4A, KIFC1, RAB5A, RACGAP1",0.4590613237976557
Reactome,Upregulated in R,REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS,2,28,200,0.18983485677335676,"NUP107, NUP210",0.46212323719574727
Reactome,Upregulated in R,REACTOME_RHOF_GTPASE_CYCLE,2,28,200,0.18983485677335676,"DIAPH3, TMPO",0.46212323719574727
Reactome,Upregulated in R,REACTOME_PROTEIN_UBIQUITINATION,2,28,200,0.18983485677335676,"PCNA, UBE2T",0.46212323719574727
Reactome,Upregulated in R,REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP,2,28,200,0.18983485677335676,"CCNA2, CDK2",0.46212323719574727
Reactome,Downregulated in R,REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER,2,28,200,0.18983485677335676,"SKI, WWTR1",0.46212323719574727
Reactome,Upregulated in R,REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,5,107,200,0.19053841745159736,"CCNF, PSMB4, PSMC4, PSMD4, SKP2",0.46227944905202983
Reactome,Downregulated in R,REACTOME_SIGNALING_BY_ALK_IN_CANCER,3,53,200,0.1922725327220536,"HIP1, MSN, SHC1",0.4633768038601492
Reactome,Upregulated in R,REACTOME_SARS_COV_2_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES,3,53,200,0.1922725327220536,"KPNA2, NUP107, NUP210",0.4633768038601492
Reactome,Downregulated in R,REACTOME_RHOA_GTPASE_CYCLE,5,108,200,0.19551081825446479,"ARHGAP26, ARHGAP6, ARHGEF17, DLC1, OBSCN",0.46806066754297365
Reactome,Upregulated in R,REACTOME_RHOA_GTPASE_CYCLE,5,108,200,0.19551081825446479,"CIT, DIAPH3, ECT2, RACGAP1, TMPO",0.46806066754297365
Reactome,Downregulated in R,REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING,2,29,200,0.2002938563356009,"EFNB1, EPHB6",0.47479494469062117
Reactome,Upregulated in R,REACTOME_SIGNALING_BY_NOTCH3,2,29,200,0.2002938563356009,"NCSTN, PSENEN",0.47479494469062117
Reactome,Upregulated in R,REACTOME_AMYLOID_FIBER_FORMATION,2,29,200,0.2002938563356009,"NCSTN, PSENEN",0.47479494469062117
Reactome,Downregulated in R,REACTOME_CELL_JUNCTION_ORGANIZATION,3,55,200,0.20701390401192812,"ITGA6, LIMS1, PLEC",0.48752785863395454
Reactome,Downregulated in R,REACTOME_RHOC_GTPASE_CYCLE,3,55,200,0.20701390401192812,"ARHGAP26, ARHGEF17, DLC1",0.48752785863395454
Reactome,Downregulated in R,REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,2,30,200,0.21081884327678643,"CNN2, MSN",0.4948767002893396
Reactome,Upregulated in R,REACTOME_CHROMATIN_MODIFYING_ENZYMES,4,83,200,0.21236762449123311,"ACTL6A, EZH2, SUDS3, VPS72",0.49689900487754546
Reactome,Upregulated in R,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,13,355,200,0.21421823201020193,"CCNF, KIF11, KIF15, KIF18A, KIF22, KIF23, KIF2C, KIF4A, PSMB4, PSMC4, PSMD4, RACGAP1, SKP2",0.49701437432330975
Reactome,Upregulated in R,REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR,3,56,200,0.21447923207312952,"ATF6, CREB3L4, HDGF",0.49701437432330975
Reactome,Upregulated in R,REACTOME_CLEC7A_DECTIN_1_SIGNALING,3,56,200,0.21447923207312952,"PSMB4, PSMC4, PSMD4",0.49701437432330975
Reactome,Downregulated in R,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,11,293,200,0.2157569908799541,"COL27A1, DUSP6, DUSP7, GRB10, IRS2, ITGB3, KIT, MST1R, SHC1, SPRED1, YAP1",0.49837796934890355
Reactome,Downregulated in R,REACTOME_PLATELET_HOMEOSTASIS,2,31,200,0.22139759578422155,"GUCY1A2, PRKG1",0.5031570376992474
Reactome,Downregulated in R,REACTOME_INTERLEUKIN_17_SIGNALING,2,31,200,0.22139759578422155,"DUSP6, DUSP7",0.5031570376992474
Reactome,Downregulated in R,REACTOME_SIGNALING_BY_SCF_KIT,2,31,200,0.22139759578422155,"GRB10, KIT",0.5031570376992474
Reactome,Downregulated in R,REACTOME_REGULATION_OF_INSULIN_SECRETION,2,31,200,0.22139759578422155,"RAPGEF3, RAPGEF4",0.5031570376992474
Reactome,Upregulated in R,REACTOME_RAC2_GTPASE_CYCLE,3,57,200,0.2220015145588657,"DIAPH3, RACGAP1, TMPO",0.5031570376992474
Reactome,Downregulated in R,REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,3,57,200,0.2220015145588657,"IL1RL1, IRS2, KIT",0.5031570376992474
Reactome,Downregulated in R,REACTOME_SIGNALING_BY_HEDGEHOG,4,85,200,0.22449121338861996,"ADCY9, DYNC2H1, EVC, GLI3",0.5072098352499133
Reactome,Upregulated in R,REACTOME_SIGNALING_BY_NOTCH1_PEST_DOMAIN_MUTANTS_IN_CANCER,2,32,200,0.2320185297775583,"NCSTN, PSENEN",0.5209608603390516
Reactome,Downregulated in R,REACTOME_SIGNALING_BY_NOTCH1_PEST_DOMAIN_MUTANTS_IN_CANCER,2,32,200,0.2320185297775583,"JAG1, JAG2",0.5209608603390516
Reactome,Upregulated in R,REACTOME_DEATH_RECEPTOR_SIGNALING,4,87,200,0.23679046848032104,"ECT2, NCSTN, PSENEN, USP21",0.5276764102512436
Reactome,Downregulated in R,REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING,3,59,200,0.23719893960118144,"ARHGEF17, OBSCN, PLEKHG2",0.5276764102512436
Reactome,Upregulated in R,REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING,3,59,200,0.23719893960118144,"ECT2, NCSTN, PSENEN",0.5276764102512436
Reactome,Downregulated in R,REACTOME_SIGNALING_BY_ERBB4,2,33,200,0.24267067275690507,"SHC1, YAP1",0.5381929337522772
Reactome,Upregulated in R,REACTOME_NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2,3,60,200,0.2448652676338697,"PSMB4, PSMC4, PSMD4",0.5413993532088311
Reactome,Upregulated in R,REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,4,89,200,0.24924676199643886,"ACTL6A, CBX3, EZH2, SUDS3",0.5419155346653983
Reactome,Downregulated in R,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,4,89,200,0.24924676199643886,"DUSP6, DUSP7, IRAK3, TLR2",0.5419155346653983
Reactome,Upregulated in R,REACTOME_RAC3_GTPASE_CYCLE,3,61,200,0.2525709273519458,"DIAPH3, RACGAP1, TMPO",0.5419155346653983
Reactome,Upregulated in R,REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,3,61,200,0.2525709273519458,"PSMB4, PSMC4, PSMD4",0.5419155346653983
Reactome,Upregulated in R,REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS,2,34,200,0.25334363861259285,"NCSTN, PSENEN",0.5419155346653983
Reactome,Downregulated in R,REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS,2,34,200,0.25334363861259285,"EFNB1, EPHB6",0.5419155346653983
Reactome,Downregulated in R,REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS,2,34,200,0.25334363861259285,"RIN2, RIN3",0.5419155346653983
Reactome,Downregulated in R,REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES,2,34,200,0.25334363861259285,"EXTL3, SHC1",0.5419155346653983
Reactome,Downregulated in R,REACTOME_RHOD_GTPASE_CYCLE,2,34,200,0.25334363861259285,"ARHGAP26, CPNE8",0.5419155346653983
Reactome,Downregulated in R,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES,2,34,200,0.25334363861259285,"GADD45A, PLK3",0.5419155346653983
Reactome,Downregulated in R,REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION,2,34,200,0.25334363861259285,"CHD9, TGFB1",0.5419155346653983
Reactome,Upregulated in R,REACTOME_HIV_LIFE_CYCLE,3,62,200,0.26031171216632526,"FEN1, NUP107, NUP210",0.5551514369841746
Reactome,Downregulated in R,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,14,403,200,0.26106706580168654,"CNN2, DUSP6, DUSP7, FOXO1, GRB10, IFNGR1, IL1RL1, IRAK3, IRS2, LIF, MSN, SHC1, TGFB1, TNFRSF1A",0.5551514369841746
Reactome,Downregulated in R,REACTOME_BACTERIAL_INFECTION_PATHWAYS,2,35,200,0.26402760336342057,"ANTXR2, TLR2",0.5581636176367049
Reactome,Downregulated in R,REACTOME_COLLAGEN_CHAIN_TRIMERIZATION,2,35,200,0.26402760336342057,"COL27A1, COL4A6",0.5581636176367049
Reactome,Upregulated in R,REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS,4,92,200,0.2681853937907723,"HELLS, MTMR4, NCSTN, PSENEN",0.5653004073199077
Reactome,Upregulated in R,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1,4,93,200,0.2745569846381952,"ACTL6A, PSMB4, PSMC4, PSMD4",0.5698939187614794
Reactome,Downregulated in R,REACTOME_RHOJ_GTPASE_CYCLE,2,36,200,0.27471328179131255,"ARHGAP26, CPNE8",0.5698939187614794
Reactome,Downregulated in R,REACTOME_SIGNALING_BY_FGFR,2,36,200,0.27471328179131255,"SHC1, SPRED1",0.5698939187614794
Reactome,Upregulated in R,REACTOME_RHOJ_GTPASE_CYCLE,2,36,200,0.27471328179131255,"DIAPH3, TMPO",0.5698939187614794
Reactome,Upregulated in R,REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,5,123,200,0.2747271376850053,"BRCA1, PSMB4, PSMC4, PSMD4, SKP2",0.5698939187614794
Reactome,Upregulated in R,REACTOME_INTERLEUKIN_1_SIGNALING,3,64,200,0.27588225666185034,"PSMB4, PSMC4, PSMD4",0.5698939187614794
Reactome,Upregulated in R,REACTOME_GASTRULATION,3,64,200,0.27588225666185034,"PSMB4, PSMC4, PSMD4",0.5698939187614794
Reactome,Downregulated in R,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53,7,185,200,0.2771453358346204,"DDIT4, GADD45A, HIPK2, PLK3, SESN1, SESN3, TNFRSF10B",0.5704139373399557
Reactome,Downregulated in R,REACTOME_VESICLE_MEDIATED_TRANSPORT,11,312,200,0.27850085737345004,"ADRB2, CD59, HIP1, KIF13B, LDLR, LRP1, RIN2, RIN3, SGIP1, SNX18, SPTBN1",0.5704139373399557
Reactome,Upregulated in R,REACTOME_VESICLE_MEDIATED_TRANSPORT,11,312,200,0.27850085737345004,"COPA, KIF11, KIF15, KIF18A, KIF22, KIF23, KIF2C, KIF4A, KIFC1, RAB5A, RACGAP1",0.5704139373399557
Reactome,Upregulated in R,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3,3,65,200,0.28370403492037244,"PSMB4, PSMC4, PSMD4",0.5794294272526251
Reactome,Upregulated in R,REACTOME_SIGNALING_BY_PTK6,2,37,200,0.2853919049413564,"CCNE1, CDK2",0.579602099080339
Reactome,Downregulated in R,REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION,2,37,200,0.2853919049413564,"ADCY9, GGT5",0.579602099080339
Reactome,Downregulated in R,REACTOME_MEMBRANE_TRAFFICKING,10,283,200,0.289429374452345,"ADRB2, CD59, HIP1, KIF13B, LDLR, RIN2, RIN3, SGIP1, SNX18, SPTBN1",0.5861552877564298
Reactome,Downregulated in R,REACTOME_HEDGEHOG_OFF_STATE,3,66,200,0.2915449786776542,"ADCY9, DYNC2H1, GLI3",0.5871504723786741
Reactome,Upregulated in R,REACTOME_HEDGEHOG_OFF_STATE,3,66,200,0.2915449786776542,"PSMB4, PSMC4, PSMD4",0.5871504723786741
Reactome,Upregulated in R,REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,2,38,200,0.2960551984572486,"CXCL10, CXCL9",0.5945775235683076
Reactome,Downregulated in R,REACTOME_NERVOUS_SYSTEM_DEVELOPMENT,12,350,200,0.29795539601506793,"EFNB1, EPHB6, GRB10, IRS2, ITGB3, MSN, PDLIM7, SHC1, SLIT3, SPTBN1, WWTR1, YAP1",0.5967361532379338
Reactome,Downregulated in R,REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3,13,385,200,0.30587009310443847,"ARHGAP26, ARHGAP6, ARHGEF17, CPNE8, DLC1, DNMBP, DOCK6, JAG1, NHS, NISCH, OBSCN, PLEKHG2, SPTBN1",0.6053290801827419
Reactome,Downregulated in R,REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER,2,39,200,0.30669536172314427,"IRS2, KIT",0.6053290801827419
Reactome,Downregulated in R,REACTOME_RSV_HOST_INTERACTIONS,2,39,200,0.30669536172314427,"HSPG2, TLR2",0.6053290801827419
Reactome,Downregulated in R,REACTOME_BIOLOGICAL_OXIDATIONS,4,98,200,0.3067557977992102,"CES1, GGT5, TPST1, UGT1A10",0.6053290801827419
Reactome,Upregulated in R,REACTOME_APOPTOSIS,4,98,200,0.3067557977992102,"HMGB2, PSMB4, PSMC4, PSMD4",0.6053290801827419
Reactome,Downregulated in R,REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS,3,68,200,0.3072693947815578,"ALDH1L1, NT5E, TCN1",0.6053290801827419
Reactome,Upregulated in R,REACTOME_RAC1_GTPASE_CYCLE,5,130,200,0.3138199814177614,"CIT, DIAPH3, ECT2, RACGAP1, TMPO",0.6165539308832649
Reactome,Downregulated in R,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,3,70,200,0.32302649700025227,"FOXO1, LIF, TGFB1",0.6329218355858601
Reactome,Upregulated in R,REACTOME_GLUCOSE_METABOLISM,2,41,200,0.327877344016478,"NUP107, NUP210",0.6372454831288
Reactome,Downregulated in R,REACTOME_GLUCOSE_METABOLISM,2,41,200,0.327877344016478,"ALDOB, PFKFB3",0.6372454831288
Reactome,Downregulated in R,REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE,2,41,200,0.327877344016478,"LCAT, LDLR",0.6372454831288
Reactome,Upregulated in R,REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,3,71,200,0.3309086496670866,"PSMB4, PSMC4, PSMD4",0.6396977371906514
Reactome,Downregulated in R,REACTOME_L1CAM_INTERACTIONS,3,71,200,0.3309086496670866,"ITGB3, MSN, SPTBN1",0.6396977371906514
Reactome,Upregulated in R,REACTOME_SIGNALING_BY_NOTCH1,2,42,200,0.3384057535267078,"NCSTN, PSENEN",0.6440865740769758
Reactome,Downregulated in R,REACTOME_SIGNALING_BY_NOTCH1,2,42,200,0.3384057535267078,"JAG1, JAG2",0.6440865740769758
Reactome,Upregulated in R,REACTOME_PI_METABOLISM,2,42,200,0.3384057535267078,"MTMR4, RAB5A",0.6440865740769758
Reactome,Upregulated in R,REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION,2,42,200,0.3384057535267078,"KPNA2, USF1",0.6440865740769758
Reactome,Upregulated in R,REACTOME_TCR_SIGNALING,3,72,200,0.3387887753873136,"PSMB4, PSMC4, PSMD4",0.6440865740769758
Reactome,Downregulated in R,REACTOME_SIGNALING_BY_NOTCH,4,103,200,0.33932810348862363,"JAG1, JAG2, NOTCH3, NOTCH4",0.6440865740769758
Reactome,Upregulated in R,REACTOME_CDC42_GTPASE_CYCLE,4,104,200,0.34586497712525893,"DIAPH3, ECT2, RACGAP1, TMPO",0.6440865740769758
Reactome,Upregulated in R,REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR,3,73,200,0.3466636711871369,"PSMB4, PSMC4, PSMD4",0.6440865740769758
Reactome,Downregulated in R,REACTOME_RAB_REGULATION_OF_TRAFFICKING,2,43,200,0.34888417724541504,"RIN2, RIN3",0.6440865740769758
Reactome,Downregulated in R,REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT,2,43,200,0.34888417724541504,"CD59, SPTBN1",0.6440865740769758
Reactome,Upregulated in R,REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,4,105,200,0.3524047871057296,"ACAD9, NDUFAB1, NDUFS2, SDHC",0.6440865740769758
Reactome,Downregulated in R,REACTOME_SIGNALING_BY_NTRK2_TRKB,1,15,200,0.3527777086230739,SHC1,0.6440865740769758
Reactome,Downregulated in R,REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION,1,15,200,0.3527777086230739,ADCY9,0.6440865740769758
Reactome,Downregulated in R,REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS,1,15,200,0.3527777086230739,LIMS1,0.6440865740769758
Reactome,Downregulated in R,REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS,1,15,200,0.3527777086230739,PTHLH,0.6440865740769758
Reactome,Upregulated in R,REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS,1,15,200,0.3527777086230739,RAB5A,0.6440865740769758
Reactome,Downregulated in R,REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS,1,15,200,0.3527777086230739,TLR2,0.6440865740769758
Reactome,Upregulated in R,REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES,1,15,200,0.3527777086230739,TYMS,0.6440865740769758
Reactome,Upregulated in R,REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES,1,15,200,0.3527777086230739,UBE2T,0.6440865740769758
Reactome,Downregulated in R,REACTOME_GABA_RECEPTOR_ACTIVATION,1,15,200,0.3527777086230739,ADCY9,0.6440865740769758
Reactome,Downregulated in R,REACTOME_GLUCONEOGENESIS,1,15,200,0.3527777086230739,ALDOB,0.6440865740769758
Reactome,Downregulated in R,REACTOME_NICOTINATE_METABOLISM,1,15,200,0.3527777086230739,NT5E,0.6440865740769758
Reactome,Upregulated in R,REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING,3,74,200,0.3545302284289227,"PSMB4, PSMC4, PSMD4",0.6456558064335292
Reactome,Upregulated in R,REACTOME_PROTEIN_FOLDING,2,44,200,0.35930689670010013,"CCNE1, CCNE2",0.6485210441581155
Reactome,Upregulated in R,REACTOME_HEMOSTASIS,11,335,200,0.3607474889922171,"CDK2, KIF11, KIF15, KIF18A, KIF22, KIF23, KIF2C, KIF4A, KIFC1, RAB5A, RACGAP1",0.6485210441581155
Reactome,Upregulated in R,REACTOME_SLC_TRANSPORTER_DISORDERS,2,45,200,0.3696685574381022,"NUP107, NUP210",0.6485210441581155
Reactome,Upregulated in R,REACTOME_RUNX1_INTERACTS_WITH_CO_FACTORS_WHOSE_PRECISE_EFFECT_ON_RUNX1_TARGETS_IS_NOT_KNOWN,1,16,200,0.3713015292119956,ACTL6A,0.6485210441581155
Reactome,Downregulated in R,REACTOME_SIGNALING_BY_WNT_IN_CANCER,1,16,200,0.3713015292119956,PORCN,0.6485210441581155
Reactome,Upregulated in R,REACTOME_RESPIRATORY_SYNCYTIAL_VIRUS_RSV_ATTACHMENT_AND_ENTRY,1,16,200,0.3713015292119956,RAB5A,0.6485210441581155
Reactome,Downregulated in R,REACTOME_RUNX1_INTERACTS_WITH_CO_FACTORS_WHOSE_PRECISE_EFFECT_ON_RUNX1_TARGETS_IS_NOT_KNOWN,1,16,200,0.3713015292119956,HIPK2,0.6485210441581155
Reactome,Downregulated in R,REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE,1,16,200,0.3713015292119956,HMGA2,0.6485210441581155
Reactome,Upregulated in R,REACTOME_HDACS_DEACETYLATE_HISTONES,1,16,200,0.3713015292119956,SUDS3,0.6485210441581155
Reactome,Downregulated in R,REACTOME_SHC1_EVENTS_IN_ERBB2_SIGNALING,1,16,200,0.3713015292119956,SHC1,0.6485210441581155
Reactome,Downregulated in R,REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING,1,16,200,0.3713015292119956,SHC1,0.6485210441581155
Reactome,Upregulated in R,REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES,1,16,200,0.3713015292119956,EZH2,0.6485210441581155
Reactome,Downregulated in R,REACTOME_RESPIRATORY_SYNCYTIAL_VIRUS_RSV_ATTACHMENT_AND_ENTRY,1,16,200,0.3713015292119956,HSPG2,0.6485210441581155
Reactome,Upregulated in R,REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE,1,16,200,0.3713015292119956,CBX3,0.6485210441581155
Reactome,Upregulated in R,REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING,3,77,200,0.3780501916731551,"PSMB4, PSMC4, PSMD4",0.6485210441581155
Reactome,Upregulated in R,REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS,3,77,200,0.3780501916731551,"PSMB4, PSMC4, PSMD4",0.6485210441581155
Reactome,Upregulated in R,REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT,3,77,200,0.3780501916731551,"PSMB4, PSMC4, PSMD4",0.6485210441581155
Reactome,Upregulated in R,REACTOME_ESR_MEDIATED_SIGNALING,3,77,200,0.3780501916731551,"KPNA2, UHMK1, USF1",0.6485210441581155
Reactome,Downregulated in R,REACTOME_ADIPOGENESIS,2,46,200,0.37996415307850395,"CHD9, TGFB1",0.6485210441581155
Reactome,Upregulated in R,REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS,2,46,200,0.37996415307850395,"GGCT, PODXL2",0.6485210441581155
Reactome,Upregulated in R,REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING,3,78,200,0.3858541841722097,"PSMB4, PSMC4, PSMD4",0.6485210441581155
Reactome,Downregulated in R,REACTOME_SIGNALING_BY_FGFR4,1,17,200,0.3892977642424234,SHC1,0.6485210441581155
Reactome,Downregulated in R,REACTOME_SIGNALING_BY_BMP,1,17,200,0.3892977642424234,SKI,0.6485210441581155
Reactome,Upregulated in R,REACTOME_RMTS_METHYLATE_HISTONE_ARGININES,1,17,200,0.3892977642424234,ACTL6A,0.6485210441581155
Reactome,Downregulated in R,REACTOME_SIGNALING_BY_EGFR_IN_CANCER,1,17,200,0.3892977642424234,SHC1,0.6485210441581155
Reactome,Downregulated in R,REACTOME_PLASMA_LIPOPROTEIN_REMODELING,1,17,200,0.3892977642424234,LCAT,0.6485210441581155
Reactome,Downregulated in R,REACTOME_SIGNALLING_TO_ERKS,1,17,200,0.3892977642424234,SHC1,0.6485210441581155
Reactome,Upregulated in R,REACTOME_PERK_REGULATES_GENE_EXPRESSION,1,17,200,0.3892977642424234,ATF6,0.6485210441581155
Reactome,Downregulated in R,REACTOME_SIGNALING_BY_ERBB2_IN_CANCER,1,17,200,0.3892977642424234,SHC1,0.6485210441581155
Reactome,Downregulated in R,REACTOME_FLT3_SIGNALING_IN_DISEASE,1,17,200,0.3892977642424234,SPTBN1,0.6485210441581155
Reactome,Downregulated in R,REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE,1,17,200,0.3892977642424234,THBD,0.6485210441581155
Reactome,Downregulated in R,REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION,1,17,200,0.3892977642424234,NT5E,0.6485210441581155
Reactome,Downregulated in R,REACTOME_SIGNALING_BY_KIT_IN_DISEASE,1,17,200,0.3892977642424234,KIT,0.6485210441581155
Reactome,Downregulated in R,REACTOME_TNFR1_INDUCED_NF_KAPPA_B_SIGNALING_PATHWAY,1,17,200,0.3892977642424234,TNFRSF1A,0.6485210441581155
Reactome,Downregulated in R,REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS,1,17,200,0.3892977642424234,ADCY9,0.6485210441581155
Reactome,Upregulated in R,REACTOME_TNFR1_INDUCED_NF_KAPPA_B_SIGNALING_PATHWAY,1,17,200,0.3892977642424234,USP21,0.6485210441581155
Reactome,Downregulated in R,REACTOME_HS_GAG_DEGRADATION,1,17,200,0.3892977642424234,HSPG2,0.6485210441581155
Reactome,Upregulated in R,REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,2,47,200,0.39018900997065037,"CXCL10, CXCL9",0.6485210441581155
Reactome,Downregulated in R,REACTOME_UCH_PROTEINASES,2,48,200,0.4003387724379133,"TGFB1, TGFBR2",0.6491174695142377
Reactome,Downregulated in R,REACTOME_HEDGEHOG_ON_STATE,2,48,200,0.4003387724379133,"EVC, GLI3",0.6491174695142377
Reactome,Upregulated in R,REACTOME_METABOLISM_OF_RNA,9,279,200,0.40271842045921663,"CSTF2, FAM50A, GPATCH1, NUP107, NUP210, PSMB4, PSMC4, PSMD4, SLBP",0.6491174695142377
Reactome,Upregulated in R,REACTOME_PROGRAMMED_CELL_DEATH,4,113,200,0.4046111376536292,"HMGB2, PSMB4, PSMC4, PSMD4",0.6491174695142377
Reactome,Downregulated in R,REACTOME_POTASSIUM_CHANNELS,1,18,200,0.4067813667548076,KCND3,0.6491174695142377
Reactome,Downregulated in R,REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS,1,18,200,0.4067813667548076,TNFRSF10B,0.6491174695142377
Reactome,Downregulated in R,REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS,1,18,200,0.4067813667548076,ADCY9,0.6491174695142377
Reactome,Downregulated in R,REACTOME_BASIGIN_INTERACTIONS,1,18,200,0.4067813667548076,ITGA6,0.6491174695142377
Reactome,Downregulated in R,REACTOME_NUCLEAR_SIGNALING_BY_ERBB4,1,18,200,0.4067813667548076,YAP1,0.6491174695142377
Reactome,Downregulated in R,REACTOME_ANTIMICROBIAL_PEPTIDES,1,18,200,0.4067813667548076,TLR2,0.6491174695142377
Reactome,Upregulated in R,REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_PIWI_INTERACTING_RNAS_PIRNAS,1,18,200,0.4067813667548076,ACTL6A,0.6491174695142377
Reactome,Downregulated in R,REACTOME_ATTENUATION_PHASE,1,18,200,0.4067813667548076,COL4A6,0.6491174695142377
Reactome,Upregulated in R,REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION,1,18,200,0.4067813667548076,NDUFAB1,0.6491174695142377
