gene,log2FC,p_value,ranking_metric
HMGCL,0.0627,0.22312956738381506,0.6514428765973527
SCARNA4,0.1218,0.22373871952923363,0.6502588517425766
AFTPH,0.0558,0.2243490600401944,0.6490757456994916
HIST1H2BM,0.2523,0.2249605896657757,0.647893558287862
DDX58,0.165,0.2249605896657757,0.647893558287862
ZNF8,0.0987,0.22557330915040652,0.6467122893272552
KIF5A,0.3429,0.22557330915040652,0.6467122893272552
NDUFB1,0.0848,0.22557330915040652,0.6467122893272552
SLC9A4,0.6113,0.226186166621557,0.6455339597272532
DYNLT1,0.0682,0.22618721923385132,0.6455319386370418
CLDN4,0.1723,0.22680232065119643,0.6443525060363936
ZDHHC21,0.0907,0.22680232065119643,0.6443525060363936
C1QBP,0.0803,0.22741861413283337,0.6431739913442865
SLC17A5,0.1647,0.22741861413283337,0.6431739913442865
SLC29A3,0.1348,0.22741861413283337,0.6431739913442865
KIF2A,0.0606,0.22865478018699825,0.6408197149605989
ZFHX3,0.1192,0.22865478018699825,0.6408197149605989
LYPLA1,0.126,0.22927465419670967,0.6396439529059776
WNK3,0.288,0.22927465419670967,0.6396439529059776
LNX1,0.1787,0.2298957231450527,0.6384691080338117
SMARCC1,0.0776,0.2298957231450527,0.6384691080338117
BST2,0.1785,0.23051798773873045,0.6372951801620846
CAPN5,0.2018,0.23051798773873045,0.6372951801620846
APPL1,0.059,0.23051798773873045,0.6372951801620846
STK3,0.1115,0.23114144867966557,0.6361221691085781
OAS1,0.1137,0.23114144867966557,0.6361221691085781
PWWP2B,0.0818,0.23114144867966557,0.6361221691085781
S100A11,0.061,0.23114144867966557,0.6361221691085781
TSPAN15,0.1524,0.23176610666498343,0.634950074690877
ARRDC1,0.0843,0.23176610666498343,0.634950074690877
PSMA7,0.0808,0.233019016533203,0.6326086350322251
NAPA,0.0724,0.23364726978624328,0.631439289425444
ARL5B,0.0787,0.23364726978624328,0.631439289425444
ZNF331,0.1522,0.23364726978624328,0.631439289425444
IFT81,0.1542,0.23427672282391554,0.630270859722805
CDK11A,0.0116,0.2349073763191456,0.6291033457408924
ARL1,0.085,0.23553923093997609,0.6279367472960894
TBC1D8B,0.0867,0.23553923093997609,0.6279367472960894
BCCIP,0.0883,0.23553923093997609,0.6279367472960894
SLAMF7,0.2835,0.23553923093997609,0.6279367472960894
KDM1B,0.1243,0.23553923093997609,0.6279367472960894
PHYH,0.1511,0.23680654620610397,0.625606296282341
MYH14,0.3153,0.23680654620610397,0.625606296282341
TACSTD2,0.0699,0.23680654620610397,0.625606296282341
CHD6,0.1153,0.23680654620610397,0.625606296282341
EPS8L2,0.0988,0.23807867386842085,0.6232795052086068
FAM189B,0.1055,0.23871654396595832,0.6221174816880656
HN1L,0.0989,0.23871654396595832,0.6221174816880656
ACSL1,0.0843,0.23871654396595832,0.6221174816880656
CDC25B,0.1083,0.23871654396595832,0.6221174816880656
ACACA,0.0638,0.23935561909399006,0.6209563725987098
SMS,0.1489,0.23935561909399006,0.6209563725987098
GAS8,0.0958,0.23935561909399006,0.6209563725987098
SNX31,0.402,0.23935561909399006,0.6209563725987098
NBPF9,0.0044,0.24128008097059161,0.6174785300664737
ZNF326,0.0784,0.24128008097059161,0.6174785300664737
DDX60,0.1468,0.24128008097059161,0.6174785300664737
BAMBI,0.3089,0.2419239825050914,0.6163210768495668
MRPL32,0.095,0.2419239825050914,0.6163210768495668
CLMN,0.1584,0.2419239825050914,0.6163210768495668
TNNT1,0.4927,0.24256722317442647,0.6151678834206982
ZNF28,0.0818,0.24256909218723188,0.6151645371366856
INSIG1,0.1623,0.24256909218723188,0.6151645371366856
PDIA4,0.1248,0.24256909218723188,0.6151645371366856
CYP1A2,0.3556,0.243023348886093,0.6143519988080658
ZNF813,0.0891,0.24321541062533258,0.6140089107417903
MAP4K1,0.1214,0.24321541062533258,0.6140089107417903
KIAA1919,0.0989,0.24321541062533258,0.6140089107417903
STT3A,0.0918,0.24386293842264406,0.6128541974786369
ZNF518A,0.1125,0.24386293842264406,0.6128541974786369
UXS1,0.104,0.24451167617733283,0.6117003971607782
POLR2J3,0.152,0.24451167617733283,0.6117003971607782
BLMH,0.1,0.24516162448246814,0.6105475096015621
RMND5B,0.1177,0.24516162448246814,0.6105475096015621
ATP10B,0.3141,0.24516162448246814,0.6105475096015621
MAEA,0.0834,0.24581278392600625,0.6093955346141351
HSF2,0.1392,0.2471187385544762,0.607094321606203
AADAT,0.1419,0.2471187385544762,0.607094321606203
DUSP16,0.0871,0.24842954466362643,0.6047967566380524
ZNF280C,0.0912,0.2490867684386351,0.6036493416995838
YEATS2,0.0803,0.2490867684386351,0.6036493416995838
PDCL3,0.067,0.2490867684386351,0.6036493416995838
ULK1,0.0947,0.24974520677165313,0.6025028382074762
SLC1A4,0.1837,0.24974520677165313,0.6025028382074762
C1QB,0.1795,0.24974520677165313,0.6025028382074762
C8orf59,0.0752,0.24974520677165313,0.6025028382074762
CASQ1,0.4128,0.25040480650941965,0.6013573391178225
CRLF3,0.0461,0.25040486021446196,0.6013572459734402
PCLO,0.2288,0.25106572931361926,0.6002125648089811
NHLRC3,0.0791,0.25172781461044513,0.5990687945253983
EVPL,0.2427,0.25172781461044513,0.5990687945253983
GLCCI1,0.121,0.25172781461044513,0.5990687945253983
ACBD5,0.0856,0.25172781461044513,0.5990687945253983
SLC1A5,0.0658,0.25239111664100866,0.5979259349337845
COX2,0.1423,0.25239111664100866,0.5979259349337845
CHCHD2,0.0771,0.25239111664100866,0.5979259349337845
KIAA0100,0.0572,0.25239111664100866,0.5979259349337845
TAOK1,0.0884,0.2530556359361138,0.5967839858450261
NUP188,0.0728,0.25372137302128506,0.595642947069804
RNPEP,0.0734,0.25372137302128506,0.595642947069804
KIAA1468,0.0653,0.2543883284167556,0.5945028184185901
TTC39C,0.0395,0.2543883284167556,0.5945028184185901
EHHADH,0.0805,0.2543883284167556,0.5945028184185901
AMACR,0.1185,0.25505650263745105,0.5933635997016515
MRPL30,0.0818,0.2557258961929777,0.592225290729047
ZNF672,0.0531,0.2563965095876082,0.5910878913106278
ATPIF1,0.0943,0.2563965095876082,0.5910878913106278
ERV3-1,0.1534,0.2563965095876082,0.5910878913106278
CLDN7,0.1435,0.2570683433202675,0.5899514012560384
POU6F2,0.5865,0.2577349231804986,0.5888267303937159
WRNIP1,0.0878,0.2577413978845209,0.5888158203747138
KBTBD7,0.1047,0.2577413978845209,0.5888158203747138
SIGMAR1,0.1287,0.2577413978845209,0.5888158203747138
WDR35,0.0141,0.2577413978845209,0.5888158203747138
C14orf2,0.0852,0.2577413978845209,0.5888158203747138
CRAT,0.1599,0.258415673768558,0.5876811484758828
SLC31A1,0.1013,0.258415673768558,0.5876811484758828
EDEM2,0.0363,0.25909117145518135,0.5865473853685647
CMYA5,0.1543,0.25909117145518135,0.5865473853685647
ATP5F1,0.0629,0.259767891421792,0.5854145308615704
CTSV,0.2432,0.2604457801012522,0.5842826748739692
PSMG2,0.0946,0.26044583414037614,0.5842825847635021
ANKS1A,0.1046,0.26044583414037614,0.5842825847635021
PMS1,0.0745,0.2618053896942547,0.5820214170275088
PRKAR2B,0.2384,0.2618053896942547,0.5820214170275088
SEC61B,0.1018,0.2618053896942547,0.5820214170275088
ESRP2,0.1474,0.2618053896942547,0.5820214170275088
S100P,0.1989,0.2624870034463268,0.5808921950057424
PPID,0.0604,0.2624870034463268,0.5808921950057424
TRNT1,0.0475,0.2624870034463268,0.5808921950057424
MX2,0.1175,0.263169841783901,0.5797638806252194
G6PD,0.1281,0.263169841783901,0.5797638806252194
IFI35,0.1007,0.263169841783901,0.5797638806252194
CYFIP2,0.0992,0.263169841783901,0.5797638806252194
SULT1E1,0.5849,0.2634962390105796,0.5792255792696838
VPS37B,0.05,0.2638539051516885,0.5786364736934955
NDUFA8,0.0882,0.2638539051516885,0.5786364736934955
FAM213A,0.1957,0.2638539051516885,0.5786364736934955
MAPK13,0.1206,0.2645391939889058,0.5775099740179155
PABPC4,0.0542,0.2652257087292612,0.5763843814056148
SCARNA8,0.184,0.2652257087292612,0.5763843814056148
SLC11A2,0.1088,0.2652257087292612,0.5763843814056148
PIK3R3,0.1499,0.26591344980094156,0.5752596956635178
ROMO1,0.1071,0.2666024176265993,0.5741359165983385
VAMP5,0.0964,0.26729261262333937,0.5730130440165797
TXLNGY,0.4458,0.26763361416453635,0.5724593410934224
PABPC1L,0.211,0.267984035202706,0.5718910777245328
NLRC5,0.1308,0.26867668577066894,0.5707700175282789
EVL,0.1151,0.26867668577066894,0.5707700175282789
GOLGA4,0.0678,0.26867668577066894,0.5707700175282789
GPD2,0.0935,0.26867668577066894,0.5707700175282789
FAM73B,0.0783,0.2693705647276119,0.5696498632336866
AMZ2,0.1131,0.2693705647276119,0.5696498632336866
MRPS33,0.076,0.2700656724683186,0.5685306146464126
DYNC1LI1,0.0724,0.2700656724683186,0.5685306146464126
MORF4L2,0.1031,0.27076200938195916,0.5674122715719029
IL12RB2,0.1946,0.27076200938195916,0.5674122715719029
SUMO1,0.0773,0.27076200938195916,0.5674122715719029
TBL2,0.0765,0.27076200938195916,0.5674122715719029
REEP4,0.1035,0.27145957585207914,0.5662948338153894
UCHL3,0.0588,0.27145957585207914,0.5662948338153894
DUS1L,0.0856,0.27145957585207914,0.5662948338153894
ZNF585B,0.0543,0.27145957585207914,0.5662948338153894
LSM14B,0.0962,0.27285839896773056,0.5640626734762211
RAB27B,0.1548,0.27285839896773056,0.5640626734762211
ABCA13,0.3472,0.27285839896773056,0.5640626734762211
LOC102723407,0.4952,0.2734873152824725,0.5630628120383382
ATP2A3,0.097,0.2735596563521073,0.562947950502969
NDUFA4,0.1139,0.2735596563521073,0.562947950502969
TPMT,0.0813,0.2735596563521073,0.562947950502969
DAG1,0.0759,0.2735596563521073,0.562947950502969
ACTN4,0.1159,0.2735596563521073,0.562947950502969
BPNT1,0.0822,0.27496586457851724,0.5607212179710372
HLA-H,0.2287,0.27567081612529465,0.5596092080204813
CSK,0.035,0.2763769997547665,0.5584981020185911
EIF1AY,0.5624,0.27723948648124597,0.5571449142491531
FHDC1,0.1783,0.2777930646083635,0.5562786010747032
GPATCH4,0.0719,0.27850294649141016,0.5551702057391168
CHN2,0.1794,0.2792140617749683,0.5540627135650197
TXNDC11,0.118,0.2792140617749683,0.5540627135650197
SNORA53,0.0951,0.27992641077407865,0.5529561243550803
GRHL1,0.2124,0.28135481115015193,0.5507456540372759
PPAP2C,0.2374,0.28135481115015193,0.5507456540372759
TMEM70,0.0861,0.28207086312819263,0.5496417725336733
TMEM258,0.0924,0.28207086312819263,0.5496417725336733
SCLT1,0.0796,0.2827881500239169,0.5485387932027521
NFYC,0.0886,0.2827881500239169,0.5485387932027521
CD3G,0.1421,0.2835066721232885,0.5474367158461036
CDS1,0.1746,0.2842264297064181,0.5463355402651042
KIAA1467,0.1631,0.2842264297064181,0.5463355402651042
SRPRB,0.101,0.2842264297064181,0.5463355402651042
CLEC2D,0.0769,0.2842264297064181,0.5463355402651042
ISOC1,0.1152,0.2842264297064181,0.5463355402651042
GRSF1,0.0723,0.28494742304755294,0.5452352662609121
SGCE,0.097,0.2856696524150626,0.5441358936344701
STAG3,0.2901,0.2856696524150626,0.5441358936344701
LARP1B,0.0756,0.2863931180714284,0.5430374221865037
PRDX6,0.1174,0.2863931180714284,0.5430374221865037
NRIP1,0.1043,0.2863931180714284,0.5430374221865037
SH2D4A,0.2029,0.2871178202732305,0.5419398517175212
DAPP1,0.0144,0.2871178202732305,0.5419398517175212
PDS5B,0.1073,0.2871178202732305,0.5419398517175212
ABCD1,0.1074,0.2878437592711356,0.5408431820278146
PCMTD2,0.0864,0.2878437592711356,0.5408431820278146
ASUN,0.0382,0.28857093530988576,0.5397474129174573
SCYL2,0.0606,0.2892993486282861,0.5386525441863049
TOB1,0.1274,0.2892993486282861,0.5386525441863049
PNPT1,0.0897,0.290028999459192,0.5375585756339966
TRPA1,0.3735,0.290028999459192,0.5375585756339966
CD38,0.366,0.2907598880294987,0.5364655070599516
SOS1,0.0475,0.2907598880294987,0.5364655070599516
ACAT2,0.1116,0.2914920145601281,0.5353733382633719
SKIL,0.1024,0.29222537926601755,0.5342820690432406
DOPEY2,0.0734,0.29222537926601755,0.5342820690432406
TMEM165,0.0727,0.29222537926601755,0.5342820690432406
DRAP1,0.0518,0.2929599823561083,0.5331916991983217
CTSL,0.1389,0.2929599823561083,0.5331916991983217
ZNF398,0.0778,0.2929599823561083,0.5331916991983217
IFT52,0.1678,0.2929599823561083,0.5331916991983217
AZIN1,0.0751,0.29369582403333283,0.5321022285271609
FOXRED1,0.0921,0.29443290449460446,0.5310136568280838
MGST3,0.0987,0.29443290449460446,0.5310136568280838
TUFM,0.106,0.29443290449460446,0.5310136568280838
ZNF397,0.1004,0.29517122393080475,0.5299259838991965
GLCE,0.1287,0.29517122393080475,0.5299259838991965
CCDC138,0.1024,0.2959107825267715,0.5288392095383869
PAK1IP1,0.0908,0.2959107825267715,0.5288392095383869
KRT16,0.2923,0.2959107825267715,0.5288392095383869
SNCG,0.2267,0.2959107825267715,0.5288392095383869
LCK,0.1117,0.2966515804612888,0.527753333543321
ITM2C,0.1767,0.2966515804612888,0.527753333543321
PTER,0.0731,0.2966515804612888,0.527753333543321
COG6,0.0546,0.29739361790707397,0.5266683557114455
LRP6,0.0482,0.29739361790707397,0.5266683557114455
RNF6,0.0611,0.29739361790707397,0.5266683557114455
SSR1,0.0958,0.29813689503076646,0.5255842758399872
GALM,0.1128,0.29813689503076646,0.5255842758399872
RFX5,0.0972,0.2988814119929166,0.524501093725952
KLHDC4,0.0784,0.2996271689479745,0.5234188091661246
PIGK,0.0826,0.2996271689479745,0.5234188091661246
HPGD,0.2792,0.2996271689479745,0.5234188091661246
IMPACT,0.1229,0.300374166044278,0.5223374219570688
PRPS1,0.1075,0.30112240342404195,0.5212569318951275
TAF4B,0.1412,0.30112240342404195,0.5212569318951275
QSER1,0.0725,0.30112240342404195,0.5212569318951275
ZNF543,0.0514,0.30112240342404195,0.5212569318951275
SLC6A14,0.3576,0.3018672775807665,0.520183961956449
ABHD5,0.0806,0.30187188122334585,0.5201773387764225
ALDH3B2,0.3283,0.30187188122334585,0.5201773387764225
NIPSNAP3A,0.0818,0.30187188122334585,0.5201773387764225
POGZ,0.1403,0.30187188122334585,0.5201773387764225
AP1S1,0.0884,0.30187188122334585,0.5201773387764225
UPK1B,0.2093,0.30187188122334585,0.5201773387764225
KIAA1211,0.2302,0.3026225995721248,0.5190986423968525
NIPAL1,0.2032,0.3026225995721248,0.5190986423968525
NNT,0.0523,0.30337455859415585,0.5180208425520957
GOLGA8A,0.1416,0.30412775840704853,0.5169439390376074
MUC16,0.5769,0.30412775840704853,0.5169439390376074
ANKRD36BP2,0.3549,0.30412775840704853,0.5169439390376074
TMEM67,0.1551,0.30563788084494914,0.5147928201801469
UROS,0.0733,0.30563788084494914,0.5147928201801469
CD47,0.1209,0.3063948036742359,0.513718604426973
CYB5R2,0.0909,0.3063948036742359,0.513718604426973
ITLN1,0.5569,0.30744377688326174,0.5122342932929789
ZSCAN9,0.0798,0.3079123730176049,0.511572859244561
MRPL19,0.0427,0.3079123730176049,0.511572859244561
SMARCE1,0.0735,0.3086730196986601,0.5105013294037827
SPAG16,0.014,0.3086730196986601,0.5105013294037827
UQCR10,0.0495,0.30943490782021066,0.509430694455223
OGG1,0.0325,0.30943490782021066,0.509430694455223
HSPA5,0.1085,0.30943490782021066,0.509430694455223
POLD2,0.1021,0.31019803745012553,0.508360954192553
SEC61G,0.0608,0.31019803745012553,0.508360954192553
GPD1L,0.2121,0.31172802147518475,0.5062241568984409
LSR,0.1336,0.31172802147518475,0.5062241568984409
C6orf132,0.0915,0.31172802147518475,0.5062241568984409
GLB1,0.0793,0.3124948759746936,0.5051570994532185
NPIPB3,0.1134,0.3124948759746936,0.5051570994532185
FBRSL1,0.1099,0.3124948759746936,0.5051570994532185
IFT122,0.1069,0.3124948759746936,0.5051570994532185
EMC3,0.1007,0.3124948759746936,0.5051570994532185
IFNAR1,0.0832,0.3124948759746936,0.5051570994532185
COL9A1,0.4472,0.31284146313006744,0.5046756916248957
STOML2,0.1106,0.3132629721912753,0.5040909358663235
MRPL45,0.0393,0.3132629721912753,0.5040909358663235
ATG4C,0.0447,0.31403231016136146,0.5030256659303036
ZDHHC4,0.027,0.3148028899150648,0.5019612894374809
GHITM,0.0825,0.3148028899150648,0.5019612894374809
ZFP30,0.1119,0.3148028899150648,0.5019612894374809
ARL13B,0.0815,0.3148028899150648,0.5019612894374809
SQRDL,0.0545,0.3155747114761682,0.5008978061799522
SLC44A4,0.2169,0.31634777486211496,0.49983521594958835
TGS1,0.0455,0.31712208008399734,0.4987735185380351
AGFG2,0.1667,0.31712208008399734,0.4987735185380351
SLC3A2,0.0593,0.31789762714654735,0.49771271373671133
PARP6,0.0869,0.3186744160481265,0.4966528013368093
PTPRF,0.1376,0.3186744160481265,0.4966528013368093
AACS,0.0807,0.3194524467807145,0.4955937811292955
TRAF2,0.09,0.3194524467807145,0.4955937811292955
ZNF510,0.089,0.32023171932990013,0.4945356529049092
DAP,0.0251,0.32023171932990013,0.4945356529049092
GATA2,0.3101,0.32023171932990013,0.4945356529049092
RARRES3,0.2757,0.3210122336748711,0.49347841645416246
NUCB2,0.1287,0.32179398978840346,0.4924220715673402
NUDT9,0.0109,0.32179398978840346,0.4924220715673402
SLC27A2,0.2216,0.32257698763685183,0.4913666180345001
ANP32B,0.123,0.32257698763685183,0.4913666180345001
ARHGAP28,0.2459,0.32257698763685183,0.4913666180345001
CXADR,0.1754,0.3233612271801398,0.49031205564547176
SNORA65,0.1097,0.3241467083717493,0.48925838418985734
CBLC,0.2461,0.3241467083717493,0.48925838418985734
PARD6B,0.1159,0.32493343115871187,0.48820560345703
THUMPD3,0.0949,0.32493343115871187,0.48820560345703
CHMP4C,0.131,0.3257213954815974,0.48715371323613554
C15orf48,0.2594,0.3265106012745058,0.4861027133160903
RAB15,0.2028,0.3265106012745058,0.4861027133160903
FUT3,0.2856,0.3265106012745058,0.4861027133160903
ATP6V0B,0.0698,0.32730104846505614,0.4850526034855825
OSBPL2,0.0709,0.32809273697437835,0.48400338353307026
ZDHHC23,0.1267,0.32888566671710184,0.4829550532467837
C19orf33,0.272,0.32888566671710184,0.4829550532467837
SBSN,0.205,0.3296796182949502,0.4819079013119467
FASTKD3,0.0562,0.32967983760134745,0.48190761241472285
PPP2R2D,0.0472,0.3304752495287172,0.48086106082465807
HSBP1,0.0816,0.3304752495287172,0.48086106082465807
HSD17B10,0.0703,0.3304752495287172,0.48086106082465807
AGAP11,0.1985,0.3304752495287172,0.48086106082465807
C11orf84,0.1228,0.3304752495287172,0.48086106082465807
MED10,0.0635,0.3304752495287172,0.48086106082465807
ANKMY2,0.0729,0.3312719023942856,0.47981539826412944
TRPC1,0.1665,0.3312719023942856,0.47981539826412944
KIAA0020,0.072,0.3312719023942856,0.47981539826412944
SNORA51,0.2273,0.3320697960865894,0.47877062452044716
TAPBPL,0.0683,0.3328689304876187,0.47772673938069093
RNF213,0.0837,0.3328689304876187,0.47772673938069093
PTH2R,0.4057,0.33366470218513067,0.47668973418141003
ZNF611,0.0592,0.33366930547280726,0.4766837426317103
SEMA3D,0.2202,0.33366930547280726,0.4766837426317103
ERBB4,0.2936,0.3352737766645639,0.47460041345231696
IL17RC,0.0557,0.3360778725891371,0.47356008059444776
KIFAP3,0.081,0.3360778725891371,0.47356008059444776
TOMM6,0.0672,0.33768978434125596,0.47148207727198577
FAM49B,0.0585,0.33768978434125596,0.47148207727198577
ZCCHC7,0.0612,0.3384975998472246,0.47044440637854623
EIF2AK3,0.0538,0.3401169492654045,0.46837172505339253
GATAD1,0.0412,0.3401169492654045,0.46837172505339253
NOC2L,0.0564,0.3409284828162952,0.46733671419143813
FBL,0.0987,0.3409284828162952,0.46733671419143813
CYP4F8,0.4209,0.34174016080981595,0.46630398054219474
PPME1,0.1091,0.3417412553431025,0.46630258957601667
MSX2,0.1966,0.34255526664854696,0.465269350991426
SLC25A13,0.0933,0.34255526664854696,0.465269350991426
TEX10,0.0631,0.34255526664854696,0.465269350991426
ACSS2,0.0367,0.34337051652868633,0.4642369982217302
PSMB8-AS1,0.0948,0.34337051652868633,0.4642369982217302
TXNDC16,0.0952,0.34418700477290665,0.4632055310507597
ARNT,0.0692,0.3450047311639136,0.46217494926211117
C11orf80,0.1048,0.3450047311639136,0.46217494926211117
STXBP4,0.0949,0.3458236954777236,0.4611452526391482
C2orf43,0.0483,0.3458236954777236,0.4611452526391482
PRDX2,0.0667,0.3466438974836572,0.4601164409649985
PPP1CA,0.0562,0.3466438974836572,0.4601164409649985
ZNF436,0.0731,0.3466438974836572,0.4601164409649985
GSTM4,0.1593,0.34746533694432813,0.45908851402255674
CDK19,0.1082,0.3482880136156372,0.4580614715944821
PIK3C2B,0.1096,0.3482880136156372,0.4580614715944821
QPCT,0.1506,0.35076346435151773,0.4549856492195323
ZNF678,0.0788,0.35076346435151773,0.4549856492195323
TTLL12,0.0785,0.35076346435151773,0.4549856492195323
MAN1B1,0.0596,0.3515910872898206,0.4539621426708205
NIPBL,0.0669,0.3524199461172707,0.45293951954624545
ARHGAP27,0.0268,0.3524199461172707,0.45293951954624545
SNORA16A,0.0998,0.3524199461172707,0.45293951954624545
CANT1,0.0457,0.3524199461172707,0.45293951954624545
COMMD7,0.0462,0.3524199461172707,0.45293951954624545
PTP4A2,0.062,0.3524199461172707,0.45293951954624545
ANKRD19P,0.3175,0.35324813047072734,0.45192012793204467
AGA,0.0593,0.35325004054931497,0.45191777962705354
ZNF711,0.1105,0.35325004054931497,0.45191777962705354
QRSL1,0.0412,0.35408137029462927,0.4508969226942559
