gene,log2FC,p_value,ranking_metric
ATP5O,0.146,0.08666894847712626,1.06213647254139
MGST1,0.2206,0.08666894847712626,1.06213647254139
MB21D2,0.1685,0.08666894847712626,1.06213647254139
KIF3C,0.2527,0.08696393770668875,1.06066080372433
TBC1D9,0.2007,0.08696393770668875,1.06066080372433
L3MBTL4,0.3317,0.08785377084757104,1.0562395930401032
HLA-B,0.2599,0.08815200858689842,1.0547677876384172
MLEC,0.094,0.08815200858689842,1.0547677876384172
LRRC58,0.1201,0.08845106210946356,1.0532969477682799
PELP1,0.1344,0.08845106210946356,1.0532969477682799
EMP2,0.2016,0.08875093287721662,1.0518270733004942
NOS1AP,0.2914,0.09026259654706027,1.0444921774651021
EPSTI1,0.3329,0.09026259654706027,1.0444921774651021
ST3GAL4,0.272,0.09026259654706027,1.0444921774651021
SHMT1,0.1696,0.09026259654706027,1.0444921774651021
PSMB6,0.1103,0.09026259654706027,1.0444921774651021
ADCK3,0.1106,0.09056740147459719,1.0430280926904183
TMEM50B,0.106,0.09087303387457447,1.0415649724097717
ONECUT2,0.5904,0.0911734421912093,1.0401316483985128
PA2G4,0.1246,0.09117949520697108,1.0401028164928392
ZNF704,0.2428,0.09117949520697108,1.0401028164928392
CRISP3,0.5858,0.09139999540558826,1.0390538260968876
KIF1A,0.9877,0.09145117649954917,1.038810703047318
CPNE1,0.1328,0.0917949105074244,1.0371813972281185
SRPK1,0.162,0.09241365904956533,1.0342638338508434
UCP2,0.2473,0.09241365904956533,1.0342638338508434
CCT7,0.1278,0.09241365904956533,1.0342638338508434
CLPB,0.1,0.09241365904956533,1.0342638338508434
RAB10,0.1282,0.09272428693280943,1.0328064977926856
BEND7,0.3266,0.09334805721361103,1.0298947162814618
PSMD14,0.1174,0.09334805721361103,1.0298947162814618
HIST1H1D,0.1828,0.09366120252602829,1.0284402705656215
TRAF4,0.17,0.09366120252602829,1.0284402705656215
CCT4,0.115,0.09429002077908157,1.0255342685554771
DNAJC19,0.108,0.09429002077908157,1.0255342685554771
FCGR3A,0.4477,0.09460569663215466,1.024082711997542
FNBP1L,0.134,0.09523958906924536,1.0211824871157948
FH,0.0984,0.09523958906924536,1.0211824871157948
RBMX2,0.1173,0.09523958906924536,1.0211824871157948
COX7B,0.1476,0.09587687884612496,1.0182861123310014
RBBP7,0.1324,0.09619680137216453,1.0168393683937205
LYPD6B,0.4335,0.09651757759438753,1.0153935865828994
OTUD6B,0.1203,0.09651757759438753,1.0153935865828994
TMEM79,0.235,0.09651757759438753,1.0153935865828994
MORC4,0.1518,0.09748504296257532,1.0110620125795424
ATAT1,0.1054,0.09748504296257532,1.0110620125795424
PRF1,0.3072,0.09748504296257532,1.0110620125795424
CSE1L,0.1584,0.09780924849129037,1.009620077944186
DNTTIP1,0.1103,0.09780924849129037,1.009620077944186
POLG2,0.0815,0.09780924849129037,1.009620077944186
DPY19L3,0.1514,0.09780924849129037,1.009620077944186
SET,0.1633,0.09780924849129037,1.009620077944186
PAICS,0.1323,0.09813431497436412,1.0081791047693782
TDP2,0.0859,0.09846024386176475,1.0067390929215039
CASP3,0.1239,0.09878703660287565,1.0053000422668001
PRLR,0.5955,0.09878703660287565,1.0053000422668001
ARNTL2,0.2385,0.09878703660287565,1.0053000422668001
NEDD1,0.0909,0.09911469464648225,1.0038619526713601
OAS3,0.1885,0.09911469464648225,1.0038619526713601
PIGU,0.1537,0.09944321944075929,1.0024248240011318
NSUN2,0.1016,0.10010287507089467,0.9995534488993681
RHOU,0.2531,0.10043400879993451,0.998119202198999
UAP1,0.2038,0.10109889531396785,0.9952535898261019
RANBP17,0.2896,0.10109889531396785,0.9952535898261019
MVK,0.1624,0.10109889531396785,0.9952535898261019
GNL3,0.1462,0.10109889531396785,0.9952535898261019
FANCL,0.1715,0.10143265098813287,0.993822223883862
POMP,0.1193,0.10143265098813287,0.993822223883862
FBXO4,0.1173,0.10143265098813287,0.993822223883862
BZW2,0.2155,0.10176728353201887,0.9923918179243751
CCDC171,0.1762,0.10176728353201887,0.9923918179243751
FAM20B,0.1479,0.1021027943884537,0.9909623718124176
POP1,0.1946,0.1021027943884537,0.9909623718124176
ARPC1A,0.1128,0.1024391849995384,0.9895338854126202
ZNF226,0.1057,0.10277645680663461,0.9881063585894652
TIAM1,0.1401,0.10311461125035136,0.9866797912072874
UBE2D1,0.1005,0.10413438479574946,0.9824058443477559
BRPF3,0.1489,0.10447608417652635,0.980983113369886
MUC20,0.3572,0.10447608417652635,0.980983113369886
LRRC59,0.1289,0.10447608417652635,0.980983113369886
PDE4DIP,0.104,0.10481867338522007,0.9795613411524526
STT3B,0.1379,0.10481867338522007,0.9795613411524526
CCDC18,0.1264,0.10516215385764824,0.9781405275589026
PFDN4,0.1577,0.10516215385764824,0.9781405275589026
MUC15,0.7201,0.10577171298413185,0.9756304621444778
PNPLA2,0.1508,0.10585179433274088,0.9753017756964995
ALG6,0.0969,0.10654501707121114,0.972466856687279
PTDSS1,0.1034,0.10689297536954401,0.9710508341596485
IFIT5,0.1715,0.10689297536954401,0.9710508341596485
UHRF1BP1L,0.1364,0.10689297536954401,0.9710508341596485
ERH,0.1011,0.10689297536954401,0.9710508341596485
TXNRD1,0.2132,0.10724183352831225,0.9696357694334583
PRDX4,0.2143,0.10724183352831225,0.9696357694334583
CDC42SE1,0.1256,0.1079422551447171,0.9668085128348627
TTC8,0.1336,0.1079422551447171,0.9668085128348627
CFL1,0.1162,0.10864629334608902,0.9639850857889213
RIPK2,0.1425,0.10864629334608902,0.9639850857889213
TFRC,0.2995,0.10864629334608902,0.9639850857889213
SLC6A11,0.6312,0.10934913612028369,0.9611846436247512
RSAD2,0.3594,0.10935395954265212,0.9611654871906596
RPN2,0.152,0.1097091567004972,0.9597571232134466
DCXR,0.1198,0.11006526512875853,0.9583497159326972
TUBB4B,0.1732,0.11042228624917906,0.9569432652096118
GOLPH3,0.1168,0.11042228624917906,0.9569432652096118
ORMDL2,0.1269,0.11078022148245571,0.9555377709052388
OXSR1,0.1044,0.11113907224822517,0.9541332328804767
JADE3,0.1266,0.11149883996505087,0.9527296509960713
GALNT1,0.1889,0.11149883996505087,0.9527296509960713
PARP14,0.1867,0.11185952605040905,0.9513270251126169
HACL1,0.1152,0.11222113192067495,0.949925355090556
C3orf58,0.1773,0.11222113192067495,0.949925355090556
PUS1,0.1113,0.11222113192067495,0.949925355090556
CD274,0.3025,0.11222113192067495,0.949925355090556
NMI,0.1209,0.1129471086758439,0.9471248820716249
SLFN13,0.2256,0.1129471086758439,0.9471248820716249
MBD1,0.0974,0.11331148238786937,0.9457260787948785
TRMT6,0.1175,0.11331148238786937,0.9457260787948785
CLK2,0.1053,0.11331148238786937,0.9457260787948785
EPCAM,0.275,0.11331148238786937,0.9457260787948785
CNKSR1,0.2064,0.11514726073031821,0.9387463891270847
NTPCR,0.0971,0.11551720821317736,0.937353315552334
AARS2,0.1105,0.11588808958111547,0.935961196435011
CLN3,0.1307,0.11700635102259677,0.9317905644144375
MTCH2,0.1137,0.1173809819516518,0.9304022617128858
MRPL48,0.1228,0.1173809819516518,0.9304022617128858
CEP44,0.1048,0.1173809819516518,0.9304022617128858
MDH2,0.1064,0.1173809819516518,0.9304022617128858
SMARCA4,0.1231,0.1173809819516518,0.9304022617128858
C14orf119,0.0602,0.1173809819516518,0.9304022617128858
TRMT44,0.0772,0.11775655376974531,0.9290149127610214
WDR5,0.1202,0.11775655376974531,0.9290149127610214
KIAA1407,0.1439,0.11813306787375566,0.9276285174168328
ATP6V1C2,0.5674,0.11851010814544997,0.9262446055646761
KRR1,0.1357,0.11851052565922357,0.9262430755381541
BRMS1,0.1148,0.11926827784992394,0.9234750516078862
ABHD12,0.1932,0.11926827784992394,0.9234750516078862
MYB,0.3128,0.12041201855696078,0.9193301631407276
NANS,0.1185,0.12041201855696078,0.9193301631407276
NDRG2,0.1481,0.12041201855696078,0.9193301631407276
SLIRP,0.1283,0.12079516766085852,0.9179504390609222
ZNF761,0.1424,0.12079516766085852,0.9179504390609222
MRPL24,0.1438,0.12079516766085852,0.9179504390609222
ALAS1,0.1981,0.12117927017636523,0.9165716674471125
KIF5C,0.4448,0.12117927017636523,0.9165716674471125
SLC25A38,0.1123,0.12117927017636523,0.9165716674471125
ZMYND11,0.087,0.12195034097806909,0.9138169810436755
NT5C3A,0.1318,0.12195034097806909,0.9138169810436755
AFG3L2,0.0785,0.12233731202852059,0.9124410659667561
SPIRE2,0.2684,0.12233731202852059,0.9124410659667561
GSDMB,0.1965,0.12233731202852059,0.9124410659667561
HIST1H2AE,0.1582,0.12272524201906147,0.9110661027812461
C1GALT1,0.1077,0.12272524201906147,0.9110661027812461
MBNL3,0.0967,0.12311413232807733,0.9096920913431075
NUTF2,0.1178,0.12350398433243137,0.9083190315081444
PI4KAP2,0.1435,0.12350398433243137,0.9083190315081444
CCL4,0.3986,0.12389479940745005,0.9069469231320038
RANBP9,0.1057,0.12389479940745005,0.9069469231320038
RRAGD,0.1996,0.12428657892690852,0.905575766070175
MTMR1,0.1079,0.12428657892690852,0.905575766070175
CSMD3,0.6631,0.12448133635234478,0.9048957580204052
FOXRED2,0.1456,0.12467932426301623,0.90420556017799
NELL2,0.3982,0.12586336886954197,0.9001006480702456
ADIRF,0.4129,0.12586336886954197,0.9001006480702456
PAQR7,0.1968,0.12586336886954197,0.9001006480702456
ZNF3,0.1085,0.12625999116252312,0.8987342454067925
RECQL,0.0865,0.1270561550721155,0.8960042912660585
MAL,0.5828,0.1270561550721155,0.8960042912660585
COX6A1,0.1481,0.12745569941208304,0.8946407394973822
TRIM25,0.089,0.12745569941208304,0.8946407394973822
MPC2,0.1449,0.12785622048827594,0.8932781377353043
SAMD4B,0.1035,0.12785622048827594,0.8932781377353043
CCNK,0.0729,0.12785622048827594,0.8932781377353043
RPAIN,0.1249,0.12825771965816093,0.8919164858337284
MRPL37,0.0802,0.12825771965816093,0.8919164858337284
PABPC3,0.2541,0.12825771965816093,0.8919164858337284
PLXNA3,0.1485,0.12866019827749367,0.8905557836463998
NCAPH2,0.1315,0.12866019827749367,0.8905557836463998
ARRB1,0.2401,0.12906365770030448,0.8891960310269029
KRT7,0.4485,0.12906365770030448,0.8891960310269029
CACNG4,0.5673,0.1294585403829254,0.8878692938669432
TRMT10C,0.0825,0.1294680992788836,0.8878372278286626
IDO1,0.4719,0.1298735243637661,0.8864793739049447
SCARB1,0.2197,0.1298735243637661,0.8864793739049447
SEC61A2,0.1778,0.13027993430371787,0.8851224691088532
KAT2B,0.1965,0.13109571413495688,0.8824115063111662
CDCA7,0.23,0.13150508671479572,0.8810574480149777
TNNC1,0.4143,0.13150508671479572,0.8810574480149777
VRK2,0.118,0.13150508671479572,0.8810574480149777
INPP4A,0.1497,0.13191544952677794,0.8797043382572283
SPRR3,0.6063,0.13191544952677794,0.8797043382572283
SPDL1,0.1405,0.13191544952677794,0.8797043382572283
NHP2,0.1058,0.1323268039106011,0.8783521768902186
HSPH1,0.1441,0.13273915120410454,0.8770009637660887
MPP7,0.1758,0.13273915120410454,0.8770009637660887
POLB,0.1201,0.13273915120410454,0.8770009637660887
APOBEC3F,0.1393,0.13273915120410454,0.8770009637660887
STXBP2,0.0674,0.13315249274325544,0.8756506987368157
ICE1,0.096,0.13315249274325544,0.8756506987368157
H2AFJ,0.1333,0.13481582800929354,0.87025911660219
PRKDC,0.133,0.13481582800929354,0.87025911660219
FBN2,0.452,0.1356534957111976,0.8675690102435415
TAF4,0.1133,0.13607383421652747,0.8662253777200416
ACSM3,0.3014,0.13691752713817884,0.8635409532380874
HSPA13,0.1632,0.1373408841893664,0.8622001609805006
PPP1R9A,0.3471,0.13776525005398807,0.8608603151788139
USP18,0.1797,0.13776525005398807,0.8608603151788139
PAGR1,0.1553,0.13819062604437785,0.8595214156830523
PPP1R37,0.1603,0.13904441364144968,0.8568464550085857
GRIP1,0.222,0.13947282786240697,0.8555103935291104
C16orf62,0.1112,0.13947282786240697,0.8555103935291104
CCT6A,0.0969,0.13947282786240697,0.8555103935291104
TESK2,0.171,0.13947282786240697,0.8555103935291104
MDK,0.1654,0.1399022574376524,0.85417527775402
PFN2,0.1492,0.1399022574376524,0.85417527775402
URI1,0.1806,0.1399022574376524,0.85417527775402
RALBP1,0.2436,0.1399022574376524,0.85417527775402
SLC7A1,0.1013,0.14076416785626988,0.8515078827136432
MYLIP,0.2069,0.1411966512969034,0.8501756031462692
EBNA1BP2,0.1499,0.1411966512969034,0.8501756031462692
ZNF180,0.134,0.1411966512969034,0.8501756031462692
C1orf85,0.1246,0.1411966512969034,0.8501756031462692
GABPB2,0.1705,0.14163015528631778,0.8488442686791049
DPY30,0.0979,0.1420646811177063,0.8475138791606934
E2F3,0.2194,0.1420646811177063,0.8475138791606934
LINC00998,0.0969,0.1420646811177063,0.8475138791606934
HIST1H2BG,0.1158,0.14250023008206011,0.8461844344394119
POLR2A,0.0836,0.14250023008206011,0.8461844344394119
ZNF461,0.0709,0.1433744025625259,0.8435283787809209
EPN3,0.2841,0.1438130286494728,0.8422017675396366
SEMA3E,0.4022,0.144693321387045,0.8395515141587163
FANCM,0.0857,0.14469336692693327,0.839551377471557
CEP135,0.1006,0.14513508167465916,0.8382275983396885
NET1,0.1569,0.14557782852935325,0.8369047629389404
DDX39A,0.1243,0.146021608763843,0.8355828711163589
LRRCC1,0.1708,0.146021608763843,0.8355828711163589
MYD88,0.0744,0.146021608763843,0.8355828711163589
CXorf22,0.5026,0.146021608763843,0.8355828711163589
NRAS,0.1043,0.146021608763843,0.8355828711163589
RECQL5,0.0859,0.146021608763843,0.8355828711163589
APOC1,0.2398,0.14691227445180954,0.8329419175930437
ZNF185,0.2429,0.14735916243918595,0.8316228555855646
B3GNT3,0.3039,0.14735916243918595,0.8316228555855646
CASP7,0.1302,0.14780708887412658,0.8303047365427616
SLC46A1,0.1653,0.14780708887412658,0.8303047365427616
SOAT1,0.1327,0.14825605501761194,0.8289875603108421
NDE1,0.101,0.1487060621282072,0.8276713267358459
MYBL1,0.1718,0.14915711146204702,0.826356035663644
TBL1XR1,0.082,0.1496092042728203,0.8250416869399391
SLC19A2,0.1635,0.1496092042728203,0.8250416869399391
PSMB7,0.0987,0.1496092042728203,0.8250416869399391
ZNF682,0.0818,0.15006234181175482,0.823728280410264
DGAT2,0.3854,0.15006234181175482,0.823728280410264
VWDE,0.5454,0.15051634027147948,0.8224163498739929
XPC,0.1174,0.1505165253276015,0.8224158159199844
CERS2,0.1189,0.15097175606661978,0.8211042933142955
RBM12B,0.1214,0.15097175606661978,0.8211042933142955
ATP6V1B1,0.3728,0.15097175606661978,0.8211042933142955
TJP3,0.2736,0.15142803527256174,0.8197937124382231
RBM15,0.1103,0.15142803527256174,0.8197937124382231
RHPN2,0.3199,0.15188536418665685,0.8184840731366241
COX8A,0.09,0.1523437440475967,0.8171753752541854
NRCAM,0.5158,0.1523437440475967,0.8171753752541854
RBM47,0.0838,0.1528031760915195,0.8158676186354238
PGM2,0.1099,0.1528031760915195,0.8158676186354238
CBR1,0.0494,0.15326366155199492,0.8145608031246857
ENY2,0.1064,0.1537252016600081,0.8132549285661483
CALM2,0.0996,0.15418779764394513,0.8119499948038171
NOP56,0.1121,0.15511616214004356,0.8093429490429445
YWHAZ,0.1493,0.15511616214004356,0.8093429490429445
SLC27A4,0.1163,0.15558193309584045,0.8080408367315601
PLEKHA7,0.1392,0.15558193309584045,0.8080408367315601
GTPBP2,0.1076,0.15604876481480073,0.8067396645906972
USP6NL,0.1491,0.15651665851208127,0.8054394324635062
DDX49,0.1117,0.15651665851208127,0.8054394324635062
E2F5,0.238,0.15698561540014666,0.8041401401929662
NUP88,0.1017,0.15698561540014666,0.8041401401929662
LLGL1,0.098,0.15698561540014666,0.8041401401929662
WHSC1L1,0.192,0.15745563668875417,0.8028417876218834
ICA1,0.2664,0.15745563668875417,0.8028417876218834
GNB2,0.106,0.1579267235849372,0.8015443745928943
AP1M2,0.2369,0.1579267235849372,0.8015443745928943
HLA-G,0.4397,0.1579267235849372,0.8015443745928943
CC2D1A,0.1099,0.1583988772929915,0.8002479009484605
PRDX1,0.1191,0.1583988772929915,0.8002479009484605
RDX,0.1797,0.1583988772929915,0.8002479009484605
NAA10,0.1115,0.15887209901445842,0.7989523665308724
B4GALT4,0.2243,0.15887209901445842,0.7989523665308724
PDIA5,0.1159,0.15887209901445842,0.7989523665308724
SCNN1G,0.3678,0.15934638994810923,0.7976577711822488
ADAMDEC1,0.4286,0.15934638994810923,0.7976577711822488
IRAK1,0.1034,0.15934638994810923,0.7976577711822488
SLC35E2,0.2274,0.15934638994810923,0.7976577711822488
PHGDH,0.1948,0.15982175128993104,0.7963641147445335
EBP,0.1084,0.1602981842331097,0.7950713970594993
HSPB8,0.2486,0.1602981842331097,0.7950713970594993
CNTRL,0.0795,0.1607756899680155,0.793779617968744
GLTP,0.2111,0.1607756899680155,0.793779617968744
MANSC1,0.2221,0.16125426968218637,0.7924887773136944
TSEN2,0.1389,0.1617339245603142,0.7911988749356009
NCEH1,0.1089,0.16221465578422756,0.7899099106755417
EIF2AK2,0.0825,0.16269646453287656,0.7886218843744219
WDR74,0.0813,0.16366331930570022,0.7860486450117431
ZBTB21,0.1026,0.16414836767324492,0.784763431631121
ZNF639,0.1264,0.16414836767324492,0.784763431631121
HDAC2,0.1274,0.16414836767324492,0.784763431631121
DPM1,0.0992,0.16414836767324492,0.784763431631121
FLJ22184,0.2944,0.16463449825223486,0.7834791555713098
SNORA80E,0.139,0.16512171220699612,0.7821958166723416
SIPA1L3,0.1251,0.1656100106988838,0.7809134147740721
STYXL1,0.085,0.1656100106988838,0.7809134147740721
HSPB11,0.1133,0.1656100106988838,0.7809134147740721
SDHA,0.1391,0.16609939488626557,0.7796319497161822
PPCS,0.0902,0.16609939488626557,0.7796319497161822
TBX3,0.2957,0.16609939488626557,0.7796319497161822
STRAP,0.091,0.16658986592450653,0.7783514213381775
POLD1,0.1254,0.16708142496595335,0.777071829479388
GRAMD1C,0.2189,0.16757407315992,0.7757931739789654
DNAJA4,0.1516,0.16806781165266937,0.7745154546758894
MRPL11,0.1036,0.16856264158740053,0.7732386714089605
SRD5A3,0.1688,0.16856264158740053,0.7732386714089605
OS9,0.0541,0.16905856410423148,0.771962824016804
SFXN4,0.0744,0.16905856410423148,0.771962824016804
MIPEP,0.0799,0.1695555803401846,0.7706879123378672
MAN1A1,0.2248,0.17005369142916993,0.7694139362104218
CDKN2C,0.2173,0.17005369142916993,0.7694139362104218
CMTM6,0.1101,0.17005369142916993,0.7694139362104218
SNORA70,0.1525,0.17155460510641907,0.7655976195170873
ZNF85,0.0565,0.1725607091366539,0.7630580831726481
S100A9,0.3969,0.1725607091366539,0.7630580831726481
POLR2J2,0.3149,0.17306541297972577,0.7617897169479151
SLC39A11,0.0925,0.17306541297972577,0.7617897169479151
TSEN54,0.0872,0.17306541297972577,0.7617897169479151
ATG7,0.1357,0.17357121952476295,0.7605222851376017
SMCHD1,0.082,0.17357121952476295,0.7605222851376017
S100A8,0.4339,0.1740781298802193,0.7592557875785586
CAD,0.072,0.174586145151298,0.7579902241074546
LOC100093631,0.0927,0.174586145151298,0.7579902241074546
MCCC2,0.1133,0.17509526643993334,0.756725594560782
SPNS2,0.3685,0.17509526643993334,0.756725594560782
ZNF567,0.1194,0.17509526643993334,0.756725594560782
USP1,0.1694,0.17509526643993334,0.756725594560782
PLA2G2F,0.4754,0.17560451567635738,0.7554643203882958
RALA,0.0905,0.17560549484477683,0.7554618987748527
C2orf69,0.0764,0.17662927738118184,0.7529373078295785
SLC25A4,0.1377,0.17662927738118184,0.7529373078295785
EMC1,0.0711,0.17662927738118184,0.7529373078295785
MSTO1,0.1122,0.17765750148346138,0.7504164499585433
MRPS18B,0.0888,0.17920818452247977,0.7466421597867225
C7orf73,0.1042,0.17920818452247977,0.7466421597867225
BRD3,0.0916,0.17920818452247977,0.7466421597867225
FBXO22,0.0686,0.17972730900927059,0.7453859281724391
C20orf24,0.1136,0.18076890960903103,0.7428762616167788
APOPT1,0.0495,0.18129138784846266,0.7416228263442427
SLC12A7,0.172,0.18129138784846266,0.7416228263442427
NUDCD1,0.102,0.1818149861261289,0.7403703228541616
PABPC1,0.1938,0.1818149861261289,0.7403703228541616
ZNF717,0.1919,0.1823397054965764,0.7391187509805017
ZFY,0.6396,0.18286554701084967,0.7378681105570483
ERLIN2,0.2325,0.18339251171647586,0.7366184014174036
ZMPSTE24,0.1384,0.18339251171647586,0.7366184014174036
COX6C,0.1501,0.1839206006574492,0.735369623394988
SLC25A5,0.1157,0.1839206006574492,0.735369623394988
MTFR1,0.0729,0.18444981487421463,0.7341217763230405
RIMKLB,0.1678,0.18498015540365342,0.7328748600346162
AGBL5,0.0879,0.18551162327906678,0.7316288743625878
SMARCA2,0.1484,0.18551162327906678,0.7316288743625878
HERC5,0.2281,0.18657794518302984,0.7291396941982935
FYTTD1,0.0889,0.18657794518302984,0.7291396941982935
CALM3,0.1019,0.18657794518302984,0.7291396941982935
IKZF2,0.1289,0.18711280126014274,0.7278964993708569
RPS6KA5,0.1197,0.18818590875874608,0.7254128993861023
PFKFB2,0.0691,0.18872416220690047,0.7241724938925108
GBP3,0.1424,0.18926355013259488,0.7229330178402875
CLTA,0.0703,0.18926355013259488,0.7229330178402875
TRIM6,0.2488,0.18980407353993167,0.7216944710608347
RMND5A,0.1112,0.18980407353993167,0.7216944710608347
URB2,0.0834,0.19034573342929262,0.7204568533853717
VEPH1,0.359,0.19034573342929262,0.7204568533853717
ZNF823,0.1767,0.19034573342929262,0.7204568533853717
MAGEA12,0.6709,0.1906846694116623,0.7196842217812383
NUCKS1,0.1475,0.19088853079732515,0.7192201646449303
SORD,0.1308,0.19197754193722094,0.7167495732923228
SNRPD3,0.0834,0.19197754193722094,0.7167495732923228
RNFT1,0.0795,0.19252375768356145,0.7155156703412964
COL9A2,0.2625,0.19307111485749606,0.7142826956475727
BSCL2,0.0871,0.19307111485749606,0.7142826956475727
PLIN2,0.1376,0.19361961443676157,0.7130506490412584
ALDH9A1,0.0675,0.19361961443676157,0.7130506490412584
ING4,0.0852,0.19361961443676157,0.7130506490412584
TCF3,0.1049,0.19361961443676157,0.7130506490412584
HSP90B1,0.1501,0.19361961443676157,0.7130506490412584
CPNE3,0.1145,0.1941692573952668,0.7118195303522722
ADAM22,0.2623,0.19472004470307613,0.7105893394103483
HPRT1,0.1262,0.19472004470307613,0.7105893394103483
LOC101928641,0.1683,0.19472004470307613,0.7105893394103483
TYRO3,0.0741,0.1958250562275523,0.708131740085689
CD2AP,0.1353,0.1958250562275523,0.708131740085689
SCPEP1,0.1228,0.1958250562275523,0.708131740085689
CD3EAP,0.1267,0.1958250562275523,0.708131740085689
C20orf96,0.1904,0.1958250562275523,0.708131740085689
MLLT3,0.1114,0.19637928236498892,0.7069043313614878
PHF13,0.0732,0.19637928236498892,0.7069043313614878
RYBP,0.1389,0.19693465669323817,0.7056778497014167
SURF1,0.0885,0.19749118016291267,0.7044522949342747
ZNF738,0.0994,0.19749118016291267,0.7044522949342747
ANKFN1,0.5714,0.19804707396526633,0.7032315696703222
TMEM184A,0.3201,0.1980488537206878,0.7032276668886742
MGAT4A,0.206,0.1980488537206878,0.7032276668886742
LASP1,0.0802,0.1986076783092876,0.7020039653930382
SHMT2,0.1069,0.1986076783092876,0.7020039653930382
PLD3,0.1061,0.19916765486746735,0.700781190275604
CHAMP1,0.1531,0.1997287843300002,0.6995593413644191
PKN1,0.1413,0.1997287843300002,0.6995593413644191
MINA,0.0708,0.20029106762766047,0.698338418487343
NDUFA1,0.0728,0.20029106762766047,0.698338418487343
DPP3,0.1073,0.20141909943137537,0.6958993501460154
VARS,0.1045,0.20141909943137537,0.6958993501460154
WWC1,0.1308,0.201984849778848,0.6946812043365397
MRPS22,0.0628,0.201984849778848,0.6946812043365397
COL6A5,0.5009,0.20253312874844775,0.6935039282227835
BMP3,0.4936,0.20311879959898627,0.6922498787406596
DENND5B,0.2365,0.203119823938141,0.6922476885754871
CAND1,0.0697,0.203119823938141,0.6922476885754871
MTDH,0.1021,0.2036890495669732,0.6910323182775508
ASAH1,0.1519,0.20425943543310376,0.6898178728034525
AMOT,0.4089,0.20483098243476572,0.6886043519795384
HMGN2,0.1421,0.20483098243476572,0.6886043519795384
MYO19,0.0865,0.20483098243476572,0.6886043519795384
COX5A,0.0878,0.2054036914660553,0.6873917556319643
CYTH2,0.1083,0.20655259917312885,0.6849693356695054
ERP44,0.1053,0.20655259917312885,0.6849693356695054
ANAPC4,0.0745,0.20655259917312885,0.6849693356695054
B4GALT1,0.1116,0.20712879961628372,0.6837595117059809
KMT2B,0.0766,0.20712879961628372,0.6837595117059809
MRPS10,0.1219,0.2077061656237792,0.6825506115215135
ACO1,0.0819,0.2077061656237792,0.6825506115215135
APMAP,0.0817,0.20828469806879868,0.6813426349413054
FUZ,0.0556,0.2088643978202971,0.6801355817903679
SAMD12,0.2538,0.2088643978202971,0.6801355817903679
DHCR7,0.1674,0.2094452657429865,0.6789294518935189
DENND1A,0.1098,0.2094452657429865,0.6789294518935189
PTBP3,0.0754,0.21002730269731917,0.6777242450753868
PRKAR2A,0.0442,0.21002730269731917,0.6777242450753868
KIAA1841,0.1448,0.21002730269731917,0.6777242450753868
EXOC3,0.091,0.21061050953947413,0.676519961160406
IFI6,0.3461,0.21119488712134082,0.6753165999728201
GTF3A,0.1114,0.21119488712134082,0.6753165999728201
GGT6,0.3305,0.21148699743617205,0.6747163285977289
PIP5K1B,0.2399,0.21178043629050458,0.6741141613366791
UBR7,0.0899,0.21178043629050458,0.6741141613366791
PHF14,0.1447,0.21236715789023097,0.6729126450758413
NAV2,0.2351,0.2129550527594508,0.6717120510139717
HLA-C,0.1538,0.2129550527594508,0.6717120510139717
WDR45B,0.1072,0.2129550527594508,0.6717120510139717
POT1,0.0467,0.21413436564032995,0.669313628780833
ICMT,0.0674,0.21413436564032995,0.669313628780833
FAM60A,0.1447,0.2147257853080412,0.6681158002559283
ATP1B1,0.2509,0.2147257853080412,0.6681158002559283
ZNF606,0.0905,0.2147257853080412,0.6681158002559283
BTN3A3,0.1105,0.2153183815573202,0.6669188932227195
HS2ST1,0.0673,0.21591215520519713,0.6657229075039047
SLC38A9,0.025,0.21591215520519713,0.6657229075039047
ANKRD46,0.1042,0.21591215520519713,0.6657229075039047
SEH1L,0.0903,0.21591215520519713,0.6657229075039047
DCLK2,0.2381,0.21650710706427723,0.6645278429219882
PLEKHF2,0.0803,0.21710323794272546,0.663333699299279
ECHDC1,0.0962,0.21710323794272546,0.663333699299279
LOC101930307,0.0693,0.21710323794272546,0.663333699299279
MYL12B,0.096,0.21710323794272546,0.663333699299279
SLFN11,0.1918,0.21770054864425126,0.6621404764578923
DTX4,0.2122,0.21770054864425126,0.6621404764578923
DCAF15,0.1109,0.21829903996809352,0.6609481742197487
GSS,0.0897,0.21829903996809352,0.6609481742197487
MED1,0.0586,0.2188987127090063,0.6597567924065728
CASP8AP2,0.1186,0.21949956765724232,0.6585663308398957
ACVR2B,0.1943,0.22010160559853997,0.6573767893410514
PMS2P9,0.1726,0.22010160559853997,0.6573767893410514
CCDC127,0.1238,0.22010160559853997,0.6573767893410514
TOMM34,0.263,0.22070482731410646,0.6561881677311798
HSDL2,0.1027,0.22070482731410646,0.6561881677311798
CCDC124,0.0941,0.22130923358060406,0.6550004658312247
TSPAN13,0.1964,0.22191482517013494,0.6538136834619337
SELT,0.0565,0.22191482517013494,0.6538136834619337
GBAS,0.0583,0.22252160285022626,0.6526278204438579
SCOC,0.1126,0.22252160285022626,0.6526278204438579
STK4,0.0955,0.22312956738381506,0.6514428765973527
RHBDL2,0.1227,0.22312956738381506,0.6514428765973527
