filename	gene_list_size	cluster_number	cluster_size	n_genes	n_terms	n_edges	n_libraries	density	libraries
permutation_0521	700	13	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0521	700	14	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0521	700	15	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0521	700	16	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0521	700	17	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0522	700	1	152	128	24	184	6	1.4375	C2: CP: BioCarta, C2: CP: KEGG MEDICUS, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0522	700	2	31	24	7	34	4	1.4166666666666667	C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0522	700	3	8	6	2	7	2	1.1666666666666667	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0522	700	4	7	6	1	6	1	1.0	C5: GO: Biological Process
permutation_0522	700	5	7	5	2	10	2	2.0	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0522	700	6	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0522	700	7	6	5	1	5	1	1.0	C5: GO: Molecular Function
permutation_0522	700	8	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0522	700	9	5	4	1	4	1	1.0	C2: CP: Reactome Pathways
permutation_0522	700	10	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0522	700	11	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0522	700	12	4	3	1	3	1	1.0	C2: CP: Reactome Pathways
permutation_0522	700	13	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0522	700	14	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0522	700	15	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0522	700	16	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0523	700	1	108	89	19	124	10	1.3932584269662922	C2: CP: BioCarta, C2: CP: Canonical pathways, C2: CP: KEGG Legacy, C2: CP: KEGG MEDICUS, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0523	700	2	13	11	2	12	2	1.0909090909090908	C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0523	700	3	10	8	2	9	2	1.125	C2: CP: Reactome Pathways, C5: GO: Molecular Function
permutation_0523	700	4	9	7	2	8	2	1.1428571428571428	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0523	700	5	6	5	1	5	1	1.0	C5: GO: Molecular Function
permutation_0523	700	6	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0523	700	7	4	3	1	3	1	1.0	C2: CP: WikiPathways
permutation_0523	700	8	4	3	1	3	1	1.0	C2: CP: Canonical pathways
permutation_0523	700	9	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0524	700	1	156	126	30	185	10	1.4682539682539681	C2: CP: BioCarta, C2: CP: Canonical pathways, C2: CP: KEGG MEDICUS, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function, H: Hallmark Gene Sets
permutation_0524	700	2	11	10	1	10	1	1.0	C5: GO: Molecular Function
permutation_0524	700	3	5	4	1	4	1	1.0	C2: CP: Canonical pathways
permutation_0524	700	4	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0524	700	5	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0524	700	6	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0525	700	1	104	83	21	112	8	1.3493975903614457	C2: CP: KEGG Legacy, C2: CP: KEGG MEDICUS, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0525	700	2	5	4	1	4	1	1.0	C2: CP: KEGG Legacy
permutation_0525	700	3	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0525	700	4	5	4	1	4	1	1.0	C2: CP: Reactome Pathways
permutation_0525	700	5	4	3	1	3	1	1.0	C2: CP: Reactome Pathways
permutation_0526	700	1	92	78	14	100	6	1.2820512820512822	C2: CP: Canonical pathways, C2: CP: KEGG Legacy, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0526	700	2	21	18	3	21	2	1.1666666666666667	C2: CP: Canonical pathways, C5: GO: Molecular Function
permutation_0526	700	3	15	13	2	15	2	1.1538461538461537	C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0526	700	4	5	3	2	6	2	2.0	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0526	700	5	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0526	700	6	4	3	1	3	1	1.0	C2: CP: Canonical pathways
permutation_0526	700	7	4	3	1	3	1	1.0	C2: CP: Canonical pathways
permutation_0527	700	1	106	83	23	127	9	1.5301204819277108	C2: CP: Canonical pathways, C2: CP: KEGG Legacy, C2: CP: KEGG MEDICUS, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0527	700	2	24	23	1	23	1	1.0	C5: GO: Biological Process
permutation_0527	700	3	20	16	4	23	3	1.4375	C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0527	700	4	10	8	2	9	2	1.125	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0527	700	5	8	7	1	7	1	1.0	C5: GO: Biological Process
permutation_0527	700	6	6	4	2	8	2	2.0	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0527	700	7	6	3	3	9	3	3.0	C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0527	700	8	5	3	2	6	2	2.0	C2: CP: WikiPathways, C5: GO: Biological Process
permutation_0527	700	9	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0528	700	1	135	109	26	150	8	1.3761467889908257	C2: CP: BioCarta, C2: CP: Canonical pathways, C2: CP: KEGG MEDICUS, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0528	700	2	12	8	4	16	4	2.0	C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0528	700	3	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0528	700	4	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0528	700	5	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0528	700	6	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0528	700	7	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0528	700	8	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0529	700	1	66	57	9	80	5	1.4035087719298245	C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0529	700	2	36	28	8	38	4	1.3571428571428572	C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0529	700	3	8	6	2	7	2	1.1666666666666667	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0529	700	4	8	7	1	7	1	1.0	C5: GO: Biological Process
permutation_0529	700	5	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0529	700	6	5	4	1	4	1	1.0	C5: GO: Cellular Component
permutation_0529	700	7	4	3	1	3	1	1.0	C5: GO: Cellular Component
permutation_0529	700	8	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0530	700	1	26	20	6	33	5	1.65	C2: CP: BioCarta, C2: CP: KEGG MEDICUS, C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0530	700	2	25	22	3	26	2	1.1818181818181819	C2: CP: Reactome Pathways, C5: GO: Molecular Function
permutation_0530	700	3	19	14	5	18	3	1.2857142857142858	C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0530	700	4	14	11	3	17	3	1.5454545454545454	C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0530	700	5	12	8	4	18	4	2.25	C2: CP: BioCarta, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process
permutation_0530	700	6	9	7	2	12	2	1.7142857142857142	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0530	700	7	8	6	2	7	2	1.1666666666666667	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0530	700	8	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0530	700	9	6	4	2	7	2	1.75	C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0530	700	10	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0530	700	11	4	3	1	3	1	1.0	C5: GO: Cellular Component
permutation_0530	700	12	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0530	700	13	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0531	700	1	23	18	5	22	4	1.2222222222222223	C2: CP: Canonical pathways, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process
permutation_0531	700	2	17	14	3	16	2	1.1428571428571428	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0531	700	3	16	13	3	16	3	1.2307692307692308	C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0531	700	4	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0531	700	5	6	5	1	5	1	1.0	C2: CP: Canonical pathways
permutation_0531	700	6	5	4	1	4	1	1.0	C5: GO: Molecular Function
permutation_0531	700	7	5	4	1	4	1	1.0	C5: GO: Cellular Component
permutation_0531	700	8	5	4	1	4	1	1.0	C2: CP: Canonical pathways
permutation_0531	700	9	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0531	700	10	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0531	700	11	4	3	1	3	1	1.0	C2: CP: KEGG MEDICUS
permutation_0531	700	12	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0532	700	1	57	49	8	57	5	1.163265306122449	C2: CP: Canonical pathways, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0532	700	2	19	15	4	22	4	1.4666666666666666	C2: CP: KEGG MEDICUS, C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0532	700	3	12	10	2	13	2	1.3	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0532	700	4	11	10	1	10	1	1.0	C5: GO: Biological Process
permutation_0532	700	5	8	6	2	11	2	1.8333333333333333	C2: CP: Reactome Pathways, C5: GO: Cellular Component
permutation_0532	700	6	6	5	1	5	1	1.0	C2: CP: Reactome Pathways
permutation_0532	700	7	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0532	700	8	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0532	700	9	4	3	1	3	1	1.0	C2: CP: Reactome Pathways
permutation_0532	700	10	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0532	700	11	4	3	1	3	1	1.0	C2: CP: Reactome Pathways
permutation_0532	700	12	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0533	700	1	79	67	12	78	6	1.164179104477612	C2: CP: Canonical pathways, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0533	700	2	20	16	4	19	3	1.1875	C2: CP: BioCarta, C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0533	700	3	13	10	3	16	3	1.6	C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0533	700	4	11	8	3	10	3	1.25	C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0533	700	5	11	8	3	11	2	1.375	C2: CP: Canonical pathways, C5: GO: Biological Process
permutation_0533	700	6	9	7	2	8	2	1.1428571428571428	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0533	700	7	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0533	700	8	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0533	700	9	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0533	700	10	4	3	1	3	1	1.0	C2: CP: WikiPathways
permutation_0533	700	11	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0534	700	1	132	107	25	170	11	1.588785046728972	C2: CP: BioCarta, C2: CP: Canonical pathways, C2: CP: KEGG Legacy, C2: CP: KEGG MEDICUS, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function, H: Hallmark Gene Sets
permutation_0534	700	2	8	6	2	7	2	1.1666666666666667	C2: CP: KEGG Legacy, C5: GO: Molecular Function
permutation_0534	700	3	5	4	1	4	1	1.0	C2: CP: Pathway Interaction Database
permutation_0534	700	4	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0534	700	5	4	3	1	3	1	1.0	C2: CP: Reactome Pathways
permutation_0534	700	6	4	3	1	3	1	1.0	C2: CP: Canonical pathways
permutation_0535	700	1	179	147	32	211	7	1.435374149659864	C2: CP: Canonical pathways, C2: CP: KEGG MEDICUS, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0535	700	2	5	4	1	4	1	1.0	C5: GO: Molecular Function
permutation_0535	700	3	4	3	1	3	1	1.0	C2: CP: WikiPathways
permutation_0536	700	1	181	139	42	228	10	1.6402877697841727	C2: CP: Canonical pathways, C2: CP: KEGG Legacy, C2: CP: KEGG MEDICUS, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function, H: Hallmark Gene Sets
permutation_0536	700	2	8	7	1	7	1	1.0	C5: GO: Biological Process
permutation_0536	700	3	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0536	700	4	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0537	700	1	106	87	19	117	7	1.3448275862068966	C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function, H: Hallmark Gene Sets
permutation_0537	700	2	8	6	2	7	2	1.1666666666666667	C2: CP: WikiPathways, C5: GO: Biological Process
permutation_0537	700	3	7	6	1	6	1	1.0	C2: CP: WikiPathways
permutation_0537	700	4	6	5	1	5	1	1.0	C5: GO: Molecular Function
permutation_0537	700	5	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0537	700	6	5	4	1	4	1	1.0	C2: CP: Reactome Pathways
permutation_0537	700	7	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0537	700	8	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0537	700	9	5	4	1	4	1	1.0	C5: GO: Molecular Function
permutation_0537	700	10	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0537	700	11	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0537	700	12	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0537	700	13	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0537	700	14	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0538	700	1	47	40	7	50	4	1.25	C2: CP: KEGG Legacy, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0538	700	2	43	36	7	46	4	1.2777777777777777	C2: CP: KEGG Legacy, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process
permutation_0538	700	3	25	20	5	27	4	1.35	C2: CP: Canonical pathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0538	700	4	9	6	3	11	3	1.8333333333333333	C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0538	700	5	8	6	2	10	2	1.6666666666666667	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0538	700	6	7	6	1	6	1	1.0	C5: GO: Biological Process
permutation_0538	700	7	7	5	2	8	2	1.6	C2: CP: Reactome Pathways, C5: GO: Cellular Component
permutation_0538	700	8	7	5	2	7	2	1.4	C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0538	700	9	7	5	2	8	2	1.6	C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0538	700	10	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0538	700	11	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0538	700	12	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0538	700	13	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0538	700	14	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0538	700	15	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0538	700	16	5	4	1	4	1	1.0	C5: GO: Cellular Component
permutation_0538	700	17	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0538	700	18	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0538	700	19	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0539	700	1	158	128	30	180	8	1.40625	C2: CP: BioCarta, C2: CP: Canonical pathways, C2: CP: KEGG Legacy, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0539	700	2	14	12	2	13	2	1.0833333333333333	C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0539	700	3	12	8	4	14	3	1.75	C2: CP: KEGG MEDICUS, C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0539	700	4	7	6	1	6	1	1.0	C5: GO: Biological Process
permutation_0539	700	5	7	5	2	6	2	1.2	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0539	700	6	6	4	2	8	2	2.0	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0539	700	7	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0539	700	8	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0539	700	9	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0539	700	10	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0539	700	11	4	3	1	3	1	1.0	C5: GO: Cellular Component
permutation_0540	700	1	54	44	10	59	5	1.3409090909090908	C2: CP: BioCarta, C2: CP: Pathway Interaction Database, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0540	700	2	37	32	5	36	3	1.125	C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0540	700	3	6	5	1	5	1	1.0	C2: CP: WikiPathways
permutation_0540	700	4	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0540	700	5	4	3	1	3	1	1.0	C2: CP: Pathway Interaction Database
permutation_0540	700	6	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0540	700	7	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0540	700	8	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0541	700	1	60	52	8	69	5	1.3269230769230769	C2: CP: Canonical pathways, C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0541	700	2	15	13	2	15	2	1.1538461538461537	C2: CP: Canonical pathways, C5: GO: Molecular Function
permutation_0541	700	3	13	11	2	12	2	1.0909090909090908	C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0541	700	4	7	6	1	6	1	1.0	C5: GO: Molecular Function
permutation_0541	700	5	6	5	1	5	1	1.0	C5: GO: Molecular Function
permutation_0541	700	6	6	5	1	5	1	1.0	C2: CP: Reactome Pathways
permutation_0541	700	7	5	3	2	6	2	2.0	C2: CP: BioCarta, C2: CP: Pathway Interaction Database
permutation_0541	700	8	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0541	700	9	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0542	700	1	109	93	16	125	5	1.3440860215053763	C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0542	700	2	28	22	6	33	5	1.5	C2: CP: BioCarta, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0542	700	3	13	10	3	14	2	1.4	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0542	700	4	7	6	1	6	1	1.0	C5: GO: Biological Process
permutation_0542	700	5	5	4	1	4	1	1.0	C5: GO: Cellular Component
permutation_0542	700	6	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0542	700	7	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0542	700	8	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0543	700	1	20	17	3	19	2	1.1176470588235294	C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0543	700	2	11	8	3	11	3	1.375	C2: CP: Pathway Interaction Database, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0543	700	3	9	7	2	9	2	1.2857142857142858	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0543	700	4	8	6	2	7	2	1.1666666666666667	C2: CP: WikiPathways, C5: GO: Biological Process
permutation_0543	700	5	7	6	1	6	1	1.0	C2: CP: Reactome Pathways
permutation_0543	700	6	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0543	700	7	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0543	700	8	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0543	700	9	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0543	700	10	5	4	1	4	1	1.0	C5: GO: Cellular Component
permutation_0543	700	11	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0543	700	12	4	3	1	3	1	1.0	C5: GO: Cellular Component
permutation_0543	700	13	4	3	1	3	1	1.0	C5: GO: Cellular Component
permutation_0543	700	14	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0543	700	15	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0544	700	1	133	109	24	164	8	1.5045871559633028	C2: CP: BioCarta, C2: CP: Canonical pathways, C2: CP: KEGG MEDICUS, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0544	700	2	6	5	1	5	1	1.0	C5: GO: Molecular Function
permutation_0544	700	3	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0544	700	4	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0544	700	5	5	4	1	4	1	1.0	C2: CP: WikiPathways
permutation_0544	700	6	5	3	2	6	2	2.0	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0544	700	7	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0544	700	8	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0545	700	1	128	100	28	150	9	1.5	C2: CP: BioCarta, C2: CP: Canonical pathways, C2: CP: KEGG Legacy, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0545	700	2	21	19	2	22	2	1.1578947368421053	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0545	700	3	9	7	2	8	2	1.1428571428571428	C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0545	700	4	6	5	1	5	1	1.0	C2: CP: Reactome Pathways
permutation_0545	700	5	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0545	700	6	5	3	2	6	2	2.0	C2: CP: KEGG Legacy, C2: CP: KEGG MEDICUS
permutation_0545	700	7	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0545	700	8	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0546	700	1	59	47	12	63	4	1.3404255319148937	C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0546	700	2	16	14	2	17	2	1.2142857142857142	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0546	700	3	8	6	2	7	2	1.1666666666666667	C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0546	700	4	7	5	2	6	2	1.2	C2: CP: WikiPathways, C5: GO: Biological Process
permutation_0546	700	5	7	6	1	6	1	1.0	C5: GO: Biological Process
permutation_0546	700	6	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0546	700	7	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0546	700	8	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0546	700	9	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0546	700	10	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0546	700	11	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0546	700	12	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0547	700	1	170	139	31	221	7	1.589928057553957	C2: CP: BioCarta, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0547	700	2	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0547	700	3	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0547	700	4	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0547	700	5	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0547	700	6	4	3	1	3	1	1.0	C2: CP: BioCarta
permutation_0547	700	7	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0548	700	1	170	143	27	200	8	1.3986013986013985	C2: CP: BioCarta, C2: CP: Canonical pathways, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0548	700	2	10	9	1	9	1	1.0	C5: GO: Biological Process
permutation_0548	700	3	10	9	1	9	1	1.0	C5: GO: Molecular Function
permutation_0548	700	4	8	6	2	9	2	1.5	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0548	700	5	8	6	2	10	2	1.6666666666666667	C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0548	700	6	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0548	700	7	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0548	700	8	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0549	700	1	130	107	23	150	7	1.4018691588785046	C2: CP: Canonical pathways, C2: CP: KEGG MEDICUS, C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0549	700	2	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0549	700	3	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0549	700	4	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0549	700	5	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0549	700	6	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0549	700	7	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0549	700	8	4	3	1	3	1	1.0	C5: GO: Biological Process
